id|votacion_id|corporacion_id|tipo_comision_id|comision_id|activo|usercreated|usermodifed|created_at|updated_at
4703|6461|1|1|2|1|NA|NA|NA|NA
3041|4893|NA|1|4|1|NA|NA|NA|NA
3042|4894|NA|1|4|1|NA|NA|NA|NA
3043|4895|NA|1|4|1|NA|NA|NA|NA
3044|4896|NA|1|4|1|NA|NA|NA|NA
3045|4897|1|1|4|1|NA|NA|NA|NA
3046|4898|1|1|4|1|NA|NA|NA|NA
3047|4899|1|1|4|1|NA|NA|NA|NA
3048|4900|1|1|4|1|NA|NA|NA|NA
3049|4901|1|1|4|1|NA|NA|NA|NA
3050|4902|NA|1|6|1|NA|NA|NA|NA
3051|4903|NA|1|6|1|NA|NA|NA|NA
3052|4904|NA|1|6|1|NA|NA|NA|NA
3053|4908|NA|1|5|1|NA|NA|NA|NA
3054|4909|NA|1|5|1|NA|NA|NA|NA
3055|4910|1|1|5|1|NA|NA|NA|NA
3056|4911|1|1|5|1|NA|NA|NA|NA
3057|4913|NA|1|13|1|NA|NA|NA|NA
3058|4914|NA|1|13|1|NA|NA|NA|NA
3059|4915|NA|1|13|1|NA|NA|NA|NA
3060|4916|NA|1|13|1|NA|NA|NA|NA
8667|9711|1|1|3|1|NA|NA|NA|NA
3062|4918|NA|1|13|1|NA|NA|NA|NA
3063|4919|NA|1|13|1|NA|NA|NA|NA
3064|4920|NA|1|13|1|NA|NA|NA|NA
3066|4922|NA|1|13|1|NA|NA|NA|NA
3067|4923|NA|1|13|1|NA|NA|NA|NA
3070|4731|NA|1|1|1|NA|NA|NA|NA
3071|4926|NA|1|1|1|NA|NA|NA|NA
3072|4927|NA|1|1|1|NA|NA|NA|NA
3073|4928|NA|1|1|1|NA|NA|NA|NA
3074|4929|1|1|1|1|NA|NA|NA|NA
3075|4930|1|1|1|1|NA|NA|NA|NA
3076|4958|NA|1|13|1|NA|NA|NA|NA
3077|4959|NA|1|13|1|NA|NA|NA|NA
3078|4960|NA|1|13|1|NA|NA|NA|NA
3079|4961|NA|1|13|1|NA|NA|NA|NA
3080|4962|NA|1|12|1|NA|NA|NA|NA
3081|4963|2|1|12|1|NA|NA|NA|NA
3082|4964|2|1|12|1|NA|NA|NA|NA
3083|4965|NA|1|1|1|NA|NA|NA|NA
3084|4966|2|1|12|1|NA|NA|NA|NA
3085|4967|NA|1|1|1|NA|NA|NA|NA
3086|4968|1|1|1|1|NA|NA|NA|NA
3087|4969|1|1|1|1|NA|NA|NA|NA
3088|4970|1|1|1|1|NA|NA|NA|NA
3089|4971|1|1|1|1|NA|NA|NA|NA
3090|4972|NA|1|1|1|NA|NA|NA|NA
3091|4973|1|1|1|1|NA|NA|NA|NA
3092|4974|1|1|1|1|NA|NA|NA|NA
3093|4975|1|1|1|1|NA|NA|NA|NA
3094|4976|1|1|1|1|NA|NA|NA|NA
3097|4977|1|1|1|1|NA|NA|NA|NA
3098|4978|1|1|1|1|NA|NA|NA|NA
3099|4979|NA|1|1|1|NA|NA|NA|NA
3100|4980|1|1|1|1|NA|NA|NA|NA
3101|4981|1|1|1|1|NA|NA|NA|NA
3102|4982|1|1|1|1|NA|NA|NA|NA
3103|4983|1|1|1|1|NA|NA|NA|NA
3104|4984|1|1|1|1|NA|NA|NA|NA
3105|4985|1|1|1|1|NA|NA|NA|NA
3106|4986|1|1|1|1|NA|NA|NA|NA
3107|4987|1|1|1|1|NA|NA|NA|NA
3108|4988|1|1|1|1|NA|NA|NA|NA
3111|4991|2|1|1|1|NA|NA|NA|NA
3112|4990|NA|1|1|1|NA|NA|NA|NA
3113|4989|1|1|1|1|NA|NA|NA|NA
3114|4992|2|1|1|1|NA|NA|NA|NA
3115|4993|2|1|1|1|NA|NA|NA|NA
3116|4994|2|1|1|1|NA|NA|NA|NA
3117|4995|2|1|1|1|NA|NA|NA|NA
3120|4997|2|1|1|1|NA|NA|NA|NA
3121|4996|2|1|1|1|NA|NA|NA|NA
3122|4998|2|1|1|1|NA|NA|NA|NA
3123|4999|1|1|1|1|NA|NA|NA|NA
3124|5000|1|1|1|1|NA|NA|NA|NA
3125|5001|1|1|1|1|NA|NA|NA|NA
3126|5002|1|1|1|1|NA|NA|NA|NA
3127|5003|1|1|1|1|NA|NA|NA|NA
3128|5004|1|1|1|1|NA|NA|NA|NA
3129|5023|NA|1|1|1|NA|NA|NA|NA
3130|5025|NA|1|6|1|NA|NA|NA|NA
3131|5026|NA|1|6|1|NA|NA|NA|NA
3132|5029|2|1|12|1|NA|NA|NA|NA
3133|5030|NA|1|5|1|NA|NA|NA|NA
3135|5032|NA|1|5|1|NA|NA|NA|NA
3136|5033|NA|1|5|1|NA|NA|NA|NA
3137|5034|NA|1|11|1|NA|NA|NA|NA
3138|5035|NA|1|11|1|NA|NA|NA|NA
3140|5037|NA|1|11|1|NA|NA|NA|NA
3141|5042|NA|1|11|1|NA|NA|NA|NA
3142|5044|NA|1|11|1|NA|NA|NA|NA
3143|5045|NA|1|11|1|NA|NA|NA|NA
3145|5047|NA|1|6|1|NA|NA|NA|NA
3146|5048|NA|1|11|1|NA|NA|NA|NA
3147|5046|NA|1|11|1|NA|NA|NA|NA
3148|5049|NA|1|6|1|NA|NA|NA|NA
3150|5051|NA|1|11|1|NA|NA|NA|NA
3151|5052|NA|1|11|1|NA|NA|NA|NA
3156|5054|NA|1|12|1|NA|NA|NA|NA
3157|5055|1|1|12|1|NA|NA|NA|NA
3158|5057|1|1|12|1|NA|NA|NA|NA
3159|5053|NA|1|11|1|NA|NA|NA|NA
3162|4330|1|1|7|1|NA|NA|NA|NA
3164|4331|1|1|7|1|NA|NA|NA|NA
3165|4333|1|1|7|1|NA|NA|NA|NA
3166|4362|2|1|7|1|NA|NA|NA|NA
3167|5076|NA|1|7|1|NA|NA|NA|NA
3168|4441|2|1|7|1|NA|NA|NA|NA
3169|4443|2|1|7|1|NA|NA|NA|NA
3170|4481|2|1|7|1|NA|NA|NA|NA
3171|4483|2|1|7|1|NA|NA|NA|NA
3172|4499|2|1|7|1|NA|NA|NA|NA
3173|5077|NA|1|2|1|NA|NA|NA|NA
3174|5078|NA|1|2|1|NA|NA|NA|NA
3175|5079|NA|1|7|1|NA|NA|NA|NA
3178|5082|2|1|7|1|NA|NA|NA|NA
3182|5085|2|1|7|1|NA|NA|NA|NA
3184|5087|NA|1|3|1|NA|NA|NA|NA
3185|5088|1|1|3|1|NA|NA|NA|NA
3186|5089|2|1|7|1|NA|NA|NA|NA
3187|5090|2|1|7|1|NA|NA|NA|NA
3188|5091|2|1|7|1|NA|NA|NA|NA
3189|5094|NA|1|9|1|NA|NA|NA|NA
3190|5095|NA|1|9|1|NA|NA|NA|NA
3191|5096|NA|1|9|1|NA|NA|NA|NA
3192|5097|NA|1|9|1|NA|NA|NA|NA
3193|5098|NA|1|9|1|NA|NA|NA|NA
4123|6044|2|1|2|1|NA|NA|NA|NA
4124|6045|NA|1|2|1|NA|NA|NA|NA
4127|6048|NA|1|2|1|NA|NA|NA|NA
4128|6049|NA|1|2|1|NA|NA|NA|NA
3479|5394|NA|1|12|1|NA|NA|NA|NA
3480|5394|NA|1|13|1|NA|NA|NA|NA
3481|5395|NA|1|12|1|NA|NA|NA|NA
4135|6052|2|1|2|1|NA|NA|NA|NA
4136|6067|2|1|1|1|NA|NA|NA|NA
3484|5397|2|1|12|1|NA|NA|NA|NA
3485|5397|2|1|13|1|NA|NA|NA|NA
3486|5392|NA|1|8|1|NA|NA|NA|NA
3487|5392|NA|1|10|1|NA|NA|NA|NA
3488|5392|NA|1|12|1|NA|NA|NA|NA
3489|5392|NA|1|13|1|NA|NA|NA|NA
3490|5399|NA|1|8|1|NA|NA|NA|NA
3491|5399|NA|1|10|1|NA|NA|NA|NA
3492|5399|NA|1|12|1|NA|NA|NA|NA
3493|5399|NA|1|13|1|NA|NA|NA|NA
3494|5401|NA|1|8|1|NA|NA|NA|NA
3495|5401|NA|1|10|1|NA|NA|NA|NA
3496|5401|NA|1|12|1|NA|NA|NA|NA
3497|5401|NA|1|13|1|NA|NA|NA|NA
3498|5403|2|1|8|1|NA|NA|NA|NA
3499|5403|2|1|10|1|NA|NA|NA|NA
3500|5403|2|1|12|1|NA|NA|NA|NA
3501|5403|2|1|13|1|NA|NA|NA|NA
3502|5404|2|1|8|1|NA|NA|NA|NA
3503|5404|2|1|10|1|NA|NA|NA|NA
3504|5404|2|1|12|1|NA|NA|NA|NA
3505|5404|2|1|13|1|NA|NA|NA|NA
3506|5406|2|1|8|1|NA|NA|NA|NA
3507|5406|2|1|10|1|NA|NA|NA|NA
3508|5406|2|1|12|1|NA|NA|NA|NA
3509|5406|2|1|13|1|NA|NA|NA|NA
3510|5408|2|1|8|1|NA|NA|NA|NA
3511|5408|2|1|10|1|NA|NA|NA|NA
3512|5408|2|1|12|1|NA|NA|NA|NA
3513|5408|2|1|13|1|NA|NA|NA|NA
3514|5410|2|1|8|1|NA|NA|NA|NA
3515|5410|2|1|10|1|NA|NA|NA|NA
3516|5410|2|1|12|1|NA|NA|NA|NA
3517|5410|2|1|13|1|NA|NA|NA|NA
3518|5418|NA|1|12|1|NA|NA|NA|NA
3519|5420|2|1|12|1|NA|NA|NA|NA
3520|5421|2|1|12|1|NA|NA|NA|NA
3521|5423|2|1|12|1|NA|NA|NA|NA
3522|5425|2|1|12|1|NA|NA|NA|NA
3523|5432|NA|1|12|1|NA|NA|NA|NA
3524|5432|NA|1|13|1|NA|NA|NA|NA
3525|5433|2|1|12|1|NA|NA|NA|NA
3526|5433|2|1|13|1|NA|NA|NA|NA
3527|5434|2|1|12|1|NA|NA|NA|NA
3528|5434|2|1|13|1|NA|NA|NA|NA
3529|5435|2|1|12|1|NA|NA|NA|NA
3530|5435|2|1|13|1|NA|NA|NA|NA
4137|6068|2|1|1|1|NA|NA|NA|NA
4138|6069|2|1|1|1|NA|NA|NA|NA
3533|5437|2|1|12|1|NA|NA|NA|NA
3534|5437|2|1|13|1|NA|NA|NA|NA
4139|6070|2|1|1|1|NA|NA|NA|NA
4704|6461|1|1|14|1|NA|NA|NA|NA
3537|5439|2|1|12|1|NA|NA|NA|NA
3538|5439|2|1|13|1|NA|NA|NA|NA
3539|5436|2|1|12|1|NA|NA|NA|NA
3540|5436|2|1|13|1|NA|NA|NA|NA
3541|5438|2|1|12|1|NA|NA|NA|NA
3542|5438|2|1|13|1|NA|NA|NA|NA
3543|5440|2|1|12|1|NA|NA|NA|NA
3544|5440|2|1|13|1|NA|NA|NA|NA
3545|5441|2|1|12|1|NA|NA|NA|NA
3546|5441|2|1|13|1|NA|NA|NA|NA
3547|5442|2|1|12|1|NA|NA|NA|NA
3548|5442|2|1|13|1|NA|NA|NA|NA
3549|5443|2|1|12|1|NA|NA|NA|NA
3550|5443|2|1|13|1|NA|NA|NA|NA
4705|6462|1|1|2|1|NA|NA|NA|NA
4706|6462|1|1|14|1|NA|NA|NA|NA
4707|6463|1|1|2|1|NA|NA|NA|NA
4708|6463|1|1|14|1|NA|NA|NA|NA
3555|5458|NA|1|12|1|NA|NA|NA|NA
3556|5458|NA|1|13|1|NA|NA|NA|NA
3557|5459|2|1|12|1|NA|NA|NA|NA
3558|5459|2|1|13|1|NA|NA|NA|NA
3559|5460|2|1|12|1|NA|NA|NA|NA
3560|5460|2|1|13|1|NA|NA|NA|NA
3561|5461|2|1|12|1|NA|NA|NA|NA
3562|5461|2|1|13|1|NA|NA|NA|NA
3563|5462|2|1|12|1|NA|NA|NA|NA
3564|5463|2|1|12|1|NA|NA|NA|NA
3565|5464|2|1|12|1|NA|NA|NA|NA
3566|5465|2|1|12|1|NA|NA|NA|NA
3567|5466|2|1|12|1|NA|NA|NA|NA
3568|5468|NA|1|12|1|NA|NA|NA|NA
3569|5469|2|1|12|1|NA|NA|NA|NA
3570|5470|2|1|12|1|NA|NA|NA|NA
3571|5471|2|1|12|1|NA|NA|NA|NA
3572|5473|2|1|12|1|NA|NA|NA|NA
3573|5474|2|1|12|1|NA|NA|NA|NA
3574|5474|2|1|13|1|NA|NA|NA|NA
3575|5475|2|1|12|1|NA|NA|NA|NA
3576|5475|2|1|13|1|NA|NA|NA|NA
3577|5476|2|1|12|1|NA|NA|NA|NA
3578|5476|2|1|13|1|NA|NA|NA|NA
4709|6464|1|1|2|1|NA|NA|NA|NA
4710|6464|1|1|14|1|NA|NA|NA|NA
3581|5480|2|1|12|1|NA|NA|NA|NA
3582|5480|2|1|13|1|NA|NA|NA|NA
3583|5481|2|1|12|1|NA|NA|NA|NA
3584|5481|2|1|13|1|NA|NA|NA|NA
3585|5482|2|1|12|1|NA|NA|NA|NA
3586|5482|2|1|13|1|NA|NA|NA|NA
3587|5483|2|1|12|1|NA|NA|NA|NA
3588|5483|2|1|13|1|NA|NA|NA|NA
3589|5500|NA|1|5|1|NA|NA|NA|NA
4711|6465|1|1|2|1|NA|NA|NA|NA
4712|6465|1|1|14|1|NA|NA|NA|NA
3592|5503|NA|1|5|1|NA|NA|NA|NA
3593|5501|NA|1|5|1|NA|NA|NA|NA
8552|9656|1|1|5|1|NA|NA|NA|NA
3595|5504|1|1|5|1|NA|NA|NA|NA
4713|6466|1|1|2|1|NA|NA|NA|NA
4714|6466|1|1|14|1|NA|NA|NA|NA
4715|6467|NA|1|2|1|NA|NA|NA|NA
4716|6467|NA|1|14|1|NA|NA|NA|NA
3600|5505|NA|1|8|1|NA|NA|NA|NA
3601|5505|NA|1|10|1|NA|NA|NA|NA
3602|5505|NA|1|12|1|NA|NA|NA|NA
3603|5505|NA|1|13|1|NA|NA|NA|NA
4717|6468|1|1|2|1|NA|NA|NA|NA
4718|6468|1|1|14|1|NA|NA|NA|NA
4719|6469|1|1|2|1|NA|NA|NA|NA
4720|6469|1|1|14|1|NA|NA|NA|NA
3608|5506|NA|1|8|1|NA|NA|NA|NA
3609|5506|NA|1|10|1|NA|NA|NA|NA
3610|5506|NA|1|12|1|NA|NA|NA|NA
3611|5506|NA|1|13|1|NA|NA|NA|NA
3612|5512|NA|1|12|1|NA|NA|NA|NA
3613|5513|2|1|12|1|NA|NA|NA|NA
3614|5514|2|1|12|1|NA|NA|NA|NA
3615|5515|2|1|12|1|NA|NA|NA|NA
3616|5516|NA|1|12|1|NA|NA|NA|NA
3617|5517|NA|1|12|1|NA|NA|NA|NA
3618|5520|NA|1|12|1|NA|NA|NA|NA
3619|5521|2|1|12|1|NA|NA|NA|NA
3620|5522|NA|1|8|1|NA|NA|NA|NA
3621|5522|NA|1|10|1|NA|NA|NA|NA
3622|5522|NA|1|12|1|NA|NA|NA|NA
3342|5272|NA|1|2|1|NA|NA|NA|NA
3343|5273|2|1|3|1|NA|NA|NA|NA
3344|5274|NA|1|2|1|NA|NA|NA|NA
3345|5275|2|1|3|1|NA|NA|NA|NA
3346|5276|2|1|3|1|NA|NA|NA|NA
3347|5277|2|1|3|1|NA|NA|NA|NA
3348|5278|2|1|2|1|NA|NA|NA|NA
3349|5279|2|1|2|1|NA|NA|NA|NA
3350|5280|NA|1|3|1|NA|NA|NA|NA
3351|5281|NA|1|2|1|NA|NA|NA|NA
3352|5282|2|1|2|1|NA|NA|NA|NA
3354|5284|2|1|2|1|NA|NA|NA|NA
3355|5285|2|1|2|1|NA|NA|NA|NA
3356|5286|1|1|2|1|NA|NA|NA|NA
3357|5287|1|1|2|1|NA|NA|NA|NA
3358|5288|1|1|2|1|NA|NA|NA|NA
3359|5289|1|1|2|1|NA|NA|NA|NA
3360|5290|2|1|2|1|NA|NA|NA|NA
3361|5291|2|1|2|1|NA|NA|NA|NA
3362|5292|2|1|2|1|NA|NA|NA|NA
3364|5294|2|1|2|1|NA|NA|NA|NA
3366|5296|2|1|2|1|NA|NA|NA|NA
3368|5298|2|1|2|1|NA|NA|NA|NA
3371|5301|2|1|2|1|NA|NA|NA|NA
3623|5522|NA|1|13|1|NA|NA|NA|NA
3624|5523|2|1|12|1|NA|NA|NA|NA
3374|5304|2|1|2|1|NA|NA|NA|NA
3375|5305|2|1|2|1|NA|NA|NA|NA
3625|5524|2|1|12|1|NA|NA|NA|NA
3377|5307|2|1|2|1|NA|NA|NA|NA
3378|5308|2|1|2|1|NA|NA|NA|NA
3392|5315|2|1|2|1|NA|NA|NA|NA
3394|5317|2|1|2|1|NA|NA|NA|NA
3397|5320|2|1|2|1|NA|NA|NA|NA
3398|5321|2|1|2|1|NA|NA|NA|NA
3399|5322|2|1|2|1|NA|NA|NA|NA
3400|5323|2|1|2|1|NA|NA|NA|NA
3401|5324|2|1|2|1|NA|NA|NA|NA
3402|5325|2|1|2|1|NA|NA|NA|NA
3403|5326|2|1|2|1|NA|NA|NA|NA
3404|5327|2|1|2|1|NA|NA|NA|NA
3405|5328|2|1|2|1|NA|NA|NA|NA
3406|5329|2|1|2|1|NA|NA|NA|NA
3407|5330|2|1|2|1|NA|NA|NA|NA
3408|5332|2|1|2|1|NA|NA|NA|NA
3409|5333|2|1|2|1|NA|NA|NA|NA
3410|5334|2|1|2|1|NA|NA|NA|NA
3411|5335|2|1|2|1|NA|NA|NA|NA
3412|5336|2|1|2|1|NA|NA|NA|NA
3413|5337|2|1|2|1|NA|NA|NA|NA
3414|5338|2|1|2|1|NA|NA|NA|NA
3415|5339|2|1|2|1|NA|NA|NA|NA
3416|5340|NA|1|2|1|NA|NA|NA|NA
3630|5526|1|1|12|1|NA|NA|NA|NA
3631|5527|1|1|12|1|NA|NA|NA|NA
3632|5528|NA|1|7|1|NA|NA|NA|NA
3633|5525|NA|1|8|1|NA|NA|NA|NA
3634|5525|NA|1|10|1|NA|NA|NA|NA
3635|5525|NA|1|12|1|NA|NA|NA|NA
3636|5525|NA|1|13|1|NA|NA|NA|NA
3637|5529|1|1|12|1|NA|NA|NA|NA
3638|5530|2|1|12|1|NA|NA|NA|NA
3640|5533|2|1|7|1|NA|NA|NA|NA
3641|5534|2|1|7|1|NA|NA|NA|NA
3643|5535|1|1|7|1|NA|NA|NA|NA
3644|5536|1|1|7|1|NA|NA|NA|NA
3645|5537|1|1|7|1|NA|NA|NA|NA
3646|5538|1|1|7|1|NA|NA|NA|NA
3647|5539|1|1|7|1|NA|NA|NA|NA
3648|5540|1|1|7|1|NA|NA|NA|NA
3649|5541|1|1|7|1|NA|NA|NA|NA
3650|5542|1|1|7|1|NA|NA|NA|NA
3651|5543|NA|1|7|1|NA|NA|NA|NA
3652|5544|2|1|7|1|NA|NA|NA|NA
3653|5545|2|1|7|1|NA|NA|NA|NA
3654|5546|2|1|7|1|NA|NA|NA|NA
3655|5547|2|1|7|1|NA|NA|NA|NA
3656|5548|NA|1|7|1|NA|NA|NA|NA
3657|5549|NA|1|7|1|NA|NA|NA|NA
3658|5550|2|1|7|1|NA|NA|NA|NA
3659|5551|NA|1|7|1|NA|NA|NA|NA
3660|5552|1|1|7|1|NA|NA|NA|NA
3661|5553|1|1|7|1|NA|NA|NA|NA
3662|5554|1|1|7|1|NA|NA|NA|NA
3663|5555|1|1|7|1|NA|NA|NA|NA
3664|5396|2|1|12|1|NA|NA|NA|NA
3665|5396|2|1|13|1|NA|NA|NA|NA
3667|5566|NA|1|12|1|NA|NA|NA|NA
3668|5567|NA|1|7|1|NA|NA|NA|NA
3669|5568|2|1|12|1|NA|NA|NA|NA
3670|5569|2|1|7|1|NA|NA|NA|NA
3671|5570|2|1|7|1|NA|NA|NA|NA
3672|5571|2|1|12|1|NA|NA|NA|NA
3673|5572|2|1|7|1|NA|NA|NA|NA
3674|5573|1|1|7|1|NA|NA|NA|NA
3675|5574|2|1|12|1|NA|NA|NA|NA
3676|5575|1|1|7|1|NA|NA|NA|NA
3677|5576|1|1|7|1|NA|NA|NA|NA
3678|5577|2|1|7|1|NA|NA|NA|NA
3679|5578|2|1|7|1|NA|NA|NA|NA
3680|5579|2|1|7|1|NA|NA|NA|NA
3681|5580|2|1|7|1|NA|NA|NA|NA
3682|5581|2|1|7|1|NA|NA|NA|NA
3683|5582|NA|1|7|1|NA|NA|NA|NA
3685|5584|2|1|7|1|NA|NA|NA|NA
3686|5585|2|1|7|1|NA|NA|NA|NA
3687|5586|2|1|7|1|NA|NA|NA|NA
3688|5587|NA|1|7|1|NA|NA|NA|NA
3689|5588|NA|1|7|1|NA|NA|NA|NA
3690|5590|2|1|7|1|NA|NA|NA|NA
3691|5591|NA|1|7|1|NA|NA|NA|NA
3692|5606|NA|1|12|1|NA|NA|NA|NA
3693|5607|NA|1|12|1|NA|NA|NA|NA
3695|5608|NA|1|12|1|NA|NA|NA|NA
3696|5609|NA|1|12|1|NA|NA|NA|NA
3697|5610|NA|1|12|1|NA|NA|NA|NA
3698|5611|2|1|12|1|NA|NA|NA|NA
3699|5612|2|1|12|1|NA|NA|NA|NA
3700|5613|2|1|12|1|NA|NA|NA|NA
3701|5614|2|1|12|1|NA|NA|NA|NA
3702|5615|2|1|12|1|NA|NA|NA|NA
3703|5616|NA|1|12|1|NA|NA|NA|NA
3704|5619|NA|1|12|1|NA|NA|NA|NA
3706|5620|NA|1|12|1|NA|NA|NA|NA
3707|5621|2|1|12|1|NA|NA|NA|NA
3708|5622|2|1|12|1|NA|NA|NA|NA
3709|5623|2|1|12|1|NA|NA|NA|NA
3710|5624|2|1|12|1|NA|NA|NA|NA
3711|5625|2|1|12|1|NA|NA|NA|NA
3712|5626|2|1|12|1|NA|NA|NA|NA
3713|5627|2|1|12|1|NA|NA|NA|NA
3714|5628|2|1|12|1|NA|NA|NA|NA
3715|5629|2|1|12|1|NA|NA|NA|NA
3716|5630|2|1|12|1|NA|NA|NA|NA
3717|5631|NA|1|11|1|NA|NA|NA|NA
3718|5632|NA|1|11|1|NA|NA|NA|NA
3719|5633|NA|1|11|1|NA|NA|NA|NA
3720|5634|1|1|11|1|NA|NA|NA|NA
3721|5635|1|1|11|1|NA|NA|NA|NA
3722|5636|1|1|11|1|NA|NA|NA|NA
3723|5637|NA|1|11|1|NA|NA|NA|NA
3724|5638|NA|1|11|1|NA|NA|NA|NA
3725|5639|NA|1|11|1|NA|NA|NA|NA
3726|5640|1|1|11|1|NA|NA|NA|NA
3727|5641|NA|1|11|1|NA|NA|NA|NA
3728|5642|NA|1|11|1|NA|NA|NA|NA
3729|5643|1|1|11|1|NA|NA|NA|NA
3730|5644|NA|1|11|1|NA|NA|NA|NA
3731|5645|1|1|11|1|NA|NA|NA|NA
3733|5647|1|1|11|1|NA|NA|NA|NA
3734|5648|1|1|11|1|NA|NA|NA|NA
3735|5649|1|1|11|1|NA|NA|NA|NA
3736|5650|1|1|11|1|NA|NA|NA|NA
3737|5651|1|1|11|1|NA|NA|NA|NA
3738|5652|1|1|11|1|NA|NA|NA|NA
3739|5653|1|1|11|1|NA|NA|NA|NA
3740|5654|NA|1|11|1|NA|NA|NA|NA
3741|5655|NA|1|11|1|NA|NA|NA|NA
3742|5656|NA|1|11|1|NA|NA|NA|NA
3743|5657|NA|1|11|1|NA|NA|NA|NA
3744|5658|1|1|11|1|NA|NA|NA|NA
3745|5659|NA|1|11|1|NA|NA|NA|NA
3746|5660|1|1|11|1|NA|NA|NA|NA
3747|5661|1|1|11|1|NA|NA|NA|NA
3748|5662|NA|1|11|1|NA|NA|NA|NA
3749|5663|1|1|11|1|NA|NA|NA|NA
3750|5664|1|1|11|1|NA|NA|NA|NA
3751|5665|1|1|11|1|NA|NA|NA|NA
3752|5666|1|1|11|1|NA|NA|NA|NA
3753|5667|1|1|11|1|NA|NA|NA|NA
3754|5668|1|1|11|1|NA|NA|NA|NA
3755|5669|1|1|11|1|NA|NA|NA|NA
3756|5670|NA|1|11|1|NA|NA|NA|NA
3757|5671|NA|1|11|1|NA|NA|NA|NA
3758|5672|1|1|11|1|NA|NA|NA|NA
3759|5673|1|1|11|1|NA|NA|NA|NA
3761|5674|1|1|11|1|NA|NA|NA|NA
3762|5675|1|1|11|1|NA|NA|NA|NA
3763|5676|1|1|11|1|NA|NA|NA|NA
3764|5677|NA|1|11|1|NA|NA|NA|NA
3765|5678|NA|1|11|1|NA|NA|NA|NA
3766|5679|1|1|11|1|NA|NA|NA|NA
3767|5680|1|1|11|1|NA|NA|NA|NA
3768|5681|NA|1|11|1|NA|NA|NA|NA
3769|5682|NA|1|11|1|NA|NA|NA|NA
3770|5683|NA|1|11|1|NA|NA|NA|NA
3771|5684|NA|1|11|1|NA|NA|NA|NA
3772|5685|NA|1|11|1|NA|NA|NA|NA
3773|5686|NA|1|11|1|NA|NA|NA|NA
3774|5478|2|1|12|1|NA|NA|NA|NA
3775|5478|2|1|13|1|NA|NA|NA|NA
3776|5692|NA|1|12|1|NA|NA|NA|NA
3777|5693|1|1|12|1|NA|NA|NA|NA
3778|5694|1|1|12|1|NA|NA|NA|NA
3780|5695|1|1|12|1|NA|NA|NA|NA
3781|5696|1|1|12|1|NA|NA|NA|NA
3785|5716|2|1|12|1|NA|NA|NA|NA
3786|5717|NA|1|7|1|NA|NA|NA|NA
3788|5715|2|1|12|1|NA|NA|NA|NA
3789|5720|2|1|7|1|NA|NA|NA|NA
3790|5718|2|1|7|1|NA|NA|NA|NA
3791|5713|2|1|12|1|NA|NA|NA|NA
3792|5721|2|1|7|1|NA|NA|NA|NA
3793|5712|NA|1|12|1|NA|NA|NA|NA
3794|5560|NA|1|12|1|NA|NA|NA|NA
3795|5722|2|1|7|1|NA|NA|NA|NA
3796|5723|2|1|7|1|NA|NA|NA|NA
3797|5724|NA|1|7|1|NA|NA|NA|NA
3798|5725|2|1|7|1|NA|NA|NA|NA
3799|5726|NA|1|7|1|NA|NA|NA|NA
3800|5727|2|1|7|1|NA|NA|NA|NA
3801|5728|2|1|7|1|NA|NA|NA|NA
3802|5729|2|1|7|1|NA|NA|NA|NA
3803|5730|2|1|7|1|NA|NA|NA|NA
3804|5731|2|1|7|1|NA|NA|NA|NA
3805|5732|2|1|12|1|NA|NA|NA|NA
3806|5733|2|1|7|1|NA|NA|NA|NA
3810|5738|2|1|12|1|NA|NA|NA|NA
3811|5739|2|1|12|1|NA|NA|NA|NA
3812|5740|NA|1|12|1|NA|NA|NA|NA
3813|5741|2|1|12|1|NA|NA|NA|NA
3815|5742|NA|1|12|1|NA|NA|NA|NA
3816|5743|2|1|12|1|NA|NA|NA|NA
3817|5744|NA|1|4|1|NA|NA|NA|NA
3819|5745|2|1|12|1|NA|NA|NA|NA
3820|5746|1|1|12|1|NA|NA|NA|NA
3821|5747|1|1|12|1|NA|NA|NA|NA
3822|5748|1|1|12|1|NA|NA|NA|NA
3823|5749|NA|1|7|1|NA|NA|NA|NA
3824|5750|2|1|7|1|NA|NA|NA|NA
3825|5751|2|1|7|1|NA|NA|NA|NA
3826|5752|2|1|7|1|NA|NA|NA|NA
3828|5754|2|1|7|1|NA|NA|NA|NA
3829|5755|2|1|7|1|NA|NA|NA|NA
3830|5756|2|1|7|1|NA|NA|NA|NA
3831|5757|2|1|7|1|NA|NA|NA|NA
3832|5758|1|1|7|1|NA|NA|NA|NA
3833|5759|1|1|7|1|NA|NA|NA|NA
3834|5760|1|1|7|1|NA|NA|NA|NA
3835|5761|1|1|7|1|NA|NA|NA|NA
3836|5762|1|1|7|1|NA|NA|NA|NA
3837|5763|1|1|7|1|NA|NA|NA|NA
3838|5764|1|1|7|1|NA|NA|NA|NA
3839|5765|1|1|7|1|NA|NA|NA|NA
3840|5766|1|1|7|1|NA|NA|NA|NA
3843|5767|1|1|7|1|NA|NA|NA|NA
3844|5775|1|1|7|1|NA|NA|NA|NA
3845|5776|1|1|7|1|NA|NA|NA|NA
3846|5778|1|1|7|1|NA|NA|NA|NA
3847|5780|1|1|7|1|NA|NA|NA|NA
3848|5781|1|1|7|1|NA|NA|NA|NA
3849|5782|1|1|7|1|NA|NA|NA|NA
3850|5784|1|1|1|1|NA|NA|NA|NA
