id|agenda_legislativa_actividad_id|cuatrienio_id|legislatura_id|tipo_control_politico_id|estado_control_politico_id|titulo|fecha|tema_principal_id|tema_secundario_id|plenaria|tags|detalles|gacetas|numero_proposicion|activo|usercreated|usermodifed|created_at|updated_at
2793|49424|7|21|1|NA|Debatir sobre la participación de Colombia en las pruebas PISA (Programa Internacional para la Evaluación de Estudiantes - Programme for International Student Assessment), y las políticas adoptadas para el posicionamiento de la educación colombiana en el ámbito internacional.|26/08/2014|2|NA|FALSE|PISA, Programa Internacional para la Evaluación de Estudiantes, Programme for International Student Assessment|NA|NA|13/14|NA|NA|NA|NA|NA
2794|49427|7|21|1|NA|Discutir sobre las irregularidades en la imposición de multas y comparendos por parte de las autoridades de tránsito en todo el país.|03/09/2014|100|NA|FALSE|Imposición de multas y comparendos, Tránsito.|NA|NA|14/14|NA|NA|NA|NA|NA
2795|49444|7|21|1|NA|"Debatir sobre la producción, autosuficiencia y política petrolera en 
el país, resultados de la Ronda Colombia 2014, y la situación actual de seguridad de la infraestructura petrolera."|29/07/2014|56|123|FALSE|Ronda Colombia 2014, Infraestructura petrolera.|NA|NA|13/14, 14/14 , 15/14 y 16/14|NA|NA|NA|NA|NA
2796|49459|7|NA|1|NA|Explicar la denuncia hecha a través de los medios de comunicación sobre presiones ejercidas contra policías para que impongan un mayor número de comparendos.|NA|100|NA|FALSE|Presiones, Comparendos.|NA|NA|NA|NA|NA|NA|NA|NA
2797|49437|7|21|1|NA|Rendir cuentas respecto el cumplimiento de ejecución del Plan Nacional de Desarrollo 2010-2014 del saliente gobierno Juan Manuel Santos, que terminó el 7 de Agosto del presente año.|05/08/2014|97|NA|FALSE|Plan Nacional de Desarrollo 2010-2014.|NA|NA|jun-14|NA|NA|NA|NA|NA
2798|49430|7|NA|1|NA|Debatir la concesión de Aeropuertos de Oriente y el Sistema Estratégico de Transporte de Valledupar.|NA|100|NA|FALSE|Aeropuertos de Oriente, Sistema Estratégico de Transporte de Valledupar.|NA|NA|jun-14|NA|NA|NA|NA|NA
2799|49288|7|21|1|NA|Presentación del balance correspondiente a la gestión adelantada durante el cuatrienio 2010-2014, en cada uno de sus sectores.|29/07/2014|64|38|FALSE|Balance gestión.|NA|NA|may-14|NA|NA|NA|NA|NA
2800|54032|7|NA|1|NA|Discutir sobre los avances realizados por la Comisión de Estudio del Sistema Tributario Colombiano.|NA|41|NA|FALSE|Sistema Tributario Colombiano.|NA|NA|NA|NA|NA|NA|NA|NA
2801|54038|7|NA|1|NA|Discutir respecto las medidas sobre el derramamiento de crudo en el Golfo de Mosrrosquillo.|NA|3|64|FALSE|Derramamiento de crudo, Golfo de Mosrrosquillo.|NA|NA|NA|NA|NA|NA|NA|NA
2802|53992|7|NA|1|NA|Discutir sobre la implementación del decreto ley 4633 de 2011 de víctimas de pueblos y comunidades indígenas.|NA|119|120|TRUE|Decreto 4633/11, Víctimas, Indígenas.|NA|NA|148/15|NA|NA|NA|NA|NA
2803|49415|7|21|1|NA|Debatir sobre los efectos secundarios altamente adversos como resultado de la aplicación en menores de edad de la vacuna Gardasil, contrael virus del Papiloma Humano (VPH) en ocasión de los 80 casos registrados en el Departamento de Bolívar.|16/09/2014|10|NA|FALSE|Virus Papiloma Humano (VPH), Departamento de Bolivar.|NA|NA|16/14 y 06/14|NA|NA|NA|NA|NA
2804|49506|7|21|1|NA|Discutir sobre CAPRECOM EPS.|03/09/2014|10|38|FALSE|CAPRECOM EPS.|NA|NA|13/14|NA|NA|NA|NA|NA
2805|49511|7|NA|1|NA|Discutir sobre la articulación del Plan Nacional de Desarrollo con el Presupuesto General de la Nación.|NA|133|NA|FALSE|Plan Nacional de Desarrollo, Presupuesto General de la Nación.|NA|NA|NA|NA|NA|NA|NA|NA
2806|49545|7|21|1|NA|Discutir lo relacionado con la prestación del servicio público de energía eléctrica en la Costa Caribe.|22/07/2014|38|NA|TRUE|Energía eléctrica, Costa Caribe.|NA|NA|08/14, 25/14, 29/14, 33/14, 50/14, 51/14,|NA|NA|NA|NA|NA
2807|49542|7|21|1|NA|"Presentar informe detallado de las acciones adelantadas y proyectadas por cada institución para contribuir y dar solución a la 
problemática de desabastecimiento de agua potable que se presenta en Yopal desde el 29 de mayo de 2011, fecha en la cual colapsó la planta de tratamiento."|05/08/2014|128|NA|FALSE|Desabastecimiento de agua potable, Yopal.|NA|NA|oct-14|NA|NA|NA|NA|NA
2808|28283|6|17|1|NA|Debatir sobre la televisión en Colombia|07/09/2010|53|NA|FALSE|Televisión, televisión pública|NA|NA|29-oct|NA|NA|NA|NA|NA
2809|20342|6|17|1|NA|Debate sobre el Gas en Colombia y las tarifas de servicios públicos en Colombia|21/09/2010|56|38|FALSE|Gas, Servicios Públicos, tarifas, Energía y Gas|NA|NA|032/10|NA|NA|NA|NA|NA
2810|27561|6|17|1|NA|Debatir sobre la intervención de la pequeña y gran  minería en los páramos y zonas productoras de agua y sus implicaciones en los ingresos por regalías|24/09/2010|56|8|FALSE|páramos, minas, minas y energía, regalías|NA|NA|34/10|NA|NA|NA|NA|NA
2811|26519|6|17|1|NA|Continuación del debate de control político sobre las concesiones que actualmente están en curso o adjudicadas.|28/09/2010|73|124|FALSE|concesiones, INCO, Instituto Nacional de Concesiones|NA|NA|11-oct|NA|NA|NA|NA|NA
2812|20166|6|17|1|NA|Debatir sobre la situación del Instituto Colombiano de Bienestar Familiar (ICBF)|29/09/2010|95|NA|FALSE|Instituto Colombiano de Bienestar Familiar, ICBF, familia|NA|NA|2|NA|NA|NA|NA|NA
2813|21737|6|17|1|NA|Debatir sobre las concesiones que están en curso o adjudicadas en este momento, especialmente, la concesión vial Briceño-Tunja-Sogamoso.|28/09/2010|73|100|FALSE|concesiones, vias, infraestructura, Briceño, Tunja, Sogamoso.|"Proposición aditiva, del 5 de octubre de 2010, a la proposición a la 011 del 20 de septiembre de 2010.
Proposición aditiva, del 30 de septiembre de 2010, a la proposición a la 011 del 20 de septiembre de 2010.
Proposición aditiva, del 28 de septiembre de 2010, a la proposición a la 011 del 20 de septiembre de 2010.
germ"|NA|11|NA|NA|NA|NA|NA
2814|22066|6|17|1|NA|Debate sobre el Estado en el que se encuentran los diferentes Tratados de Libre Comercio que viene adelantando el Estado Colombiano, especialmente con Corea.|29/09/2010|108|41|FALSE|Corea, TLC, Tratado de Libre Comercio|NA|NA|24-oct|NA|NA|NA|NA|NA
2815|90755|8|26|1|NA|Rendir informe acerca de la ejecución presupuestal que tuvieron sus entidades a cargo durante la vigencia fiscal de 2018 y el primer semestre de 2019 discriminando 1) recursos ejecutados 2) cuentas por pagar y reservas presupuestales y 3) vigencias futuras|31/07/2019|133|41|FALSE|presupuesto general de la nacion|NA|NA|3|NA|NA|NA|NA|NA
2816|20485|6|17|1|NA|Discutir sobre las actuaciones del ICBF (Instituto Colombiano de Bienestar Familiar) respecto de la ley de infancia y adolescencia.|29/09/2010|95|NA|FALSE|ICBF, Instituto Colombiano de Bienestar Familiar, ley de infancia y adolescencia.|No se realizó.|NA|2|NA|NA|NA|NA|NA
2817|25307|6|17|1|NA|Debatir sobre la actual problemática invernal del país.|23/11/2010|128|3|FALSE|invierno, desastres, calamidades, estado de emergencia.|NA|NA|19|NA|NA|NA|NA|NA
2818|27508|6|17|1|NA|Discutir sobre un informe de gestión que presentará el Ministro de Defensa Nacional.|15/06/2011|123|121|FALSE|informe de gestión, Ministerio de defensa, Rivera, rodrigo Rivera|NA|NA|36/11, 33/11|NA|NA|NA|NA|NA
2819|20169|6|17|1|NA|Debatir sobre la política fiscal del gobierno y el proyecto MUISCA de la Dirección de Impuestos y Aduanas Nacionales  (DIAN)|29/09/2010|134|41|FALSE|política fiscal, impuestos,  proyecto MUISCA, Dirección de Impuestos y Aduanas Nacionales, DIAN.|NA|NA|3|NA|NA|NA|NA|NA
2820|21067|6|17|1|NA|Debatir sobre la apreciación de la moneda colombiana.|13/10/2010|41|NA|FALSE|Revaluación, apreciación, peso colombiano, peso, dólar, reservas internacionales.|NA|NA|10|NA|NA|NA|NA|NA
2821|26450|6|17|1|NA|Debatir sobre la posición del gobierno en torno al tratado de Budapest.|05/04/2011|108|NA|FALSE|Budapest, patentes, microorganismos|NA|NA|30-nov|NA|NA|NA|NA|NA
2822|30387|6|17|1|NA|Debatir sobre el balance de la Comisión de Regulación en Salud (CRES)|29/03/2011|10|NA|FALSE|cres, salud|NA|NA|23-nov|NA|NA|NA|NA|NA
2823|26291|6|17|1|NA|Debatir sobre la posición del gobierno en torno al tratado de Budapest.|05/04/2011|108|NA|FALSE|Tratado Budapest, Budapest.|NA|NA|33/11|NA|NA|NA|NA|NA
2824|51716|7|21|1|NA|Presentación de informes, sugerencias y aportes sobre el Plan Nacional de Desarrollo.|25/02/2015|97|NA|FALSE|Plan Nacional de Desarrollo, PND.|NA|NA|31/15|NA|NA|NA|NA|NA
2825|55598|7|NA|1|NA|Presentar un informe sobre la problemática de la alimentación de los niños y niñas escolarizados en el país.|NA|2|116|FALSE|ICBF, Niños, niñas, comedor escolar, alimentación, corrupción.|NA|NA|sep-15|NA|NA|NA|NA|NA
2826|90781|8|NA|1|NA|Rendir cuentas respecto al acuerdo suscrito con los paneleros de Colombia y por otro lado, conocer qué acciones efectivas se han tomado para contrarrestar el hongo Fusarium Raza 4, el cual ha arrasado con los cultivos de plátano en el mundo; y que ya está en Colombia en algunos cultivos de La Guajira.|NA|8|64|FALSE|panela, banano|NA|NA|12, 14|NA|NA|NA|NA|NA
2827|27812|6|18|1|NA|Debate sobre el presupuesto y la ley de apropiaciones|10/08/2011|133|41|FALSE|Presupuesto General de la Nación, Presupuesto 2012, Presupuesto|"<p><span style=""font-family: 'Times New Roman'; font-size: medium;""> </span></p>
<div style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: #ffffff; background-position: initial initial; background-repeat: initial initial; margin: 8px;"">
<p>En respuesta enviada por el Ministerio de Hacienda al equipo de Congreso Visible, dicha cartera se excus&oacute; por la imposibilidad de que el ministro asistiera a esta citaci&oacute;n.</p>
</div>
<p>&nbsp;</p>"|NA|04-nov|NA|NA|NA|NA|NA
2828|28299|6|18|1|NA|Debatir sobre los resultados obtenidos por el Sena en materia de formación técnica y tecnológica para el trabajo.|23/08/2011|2|22|FALSE|SENA, Servicio Nacional de Aprendizaje, educación|NA|NA|09-nov|NA|NA|NA|NA|NA
2829|29142|6|18|1|NA|Debatir sobre las actuaciones de la Aeronáutica Civil y la situación actual de algunos aeropuertos del país|09/11/2011|100|73|FALSE|Aeronáutica Civil,  aeropuerto|NA|NA|25, 26, 27|NA|NA|NA|NA|NA
2830|34488|6|18|1|NA|Debatir sobre el proyecto de presupuesto 2013.|14/04/2012|133|116|FALSE|presupuesto 2013, vigencia fiscal 2013, inversión social|NA|NA|05-dic|NA|NA|NA|NA|NA
2831|34491|6|18|1|NA|Debatir sobre la aplicación del sistema de actualización del Sisbén II al Sisbén III y la aplicación del mismo en los programas sociales.|18/04/2012|10|116|FALSE|Sisbén, programas sociales, seguridad social|NA|NA|34/12|NA|NA|NA|NA|NA
2832|31950|6|18|1|NA|Debatir sobre la ejecución de los planes departamentales de aguas|22/05/2012|73|38|FALSE|Servicios Públicos, Agua|NA|NA|69/12|NA|NA|NA|NA|NA
2833|34143|6|19|1|NA|Debatir sobre la crisis y el futuro del Sistema de Seguridad Social en Colombia (continuación).|24/07/2012|10|116|FALSE|Seguridad social, salud,  SGSSS, FOSYGA, EPS, Sisben|NA|NA|03/12, 10/12|NA|NA|NA|NA|NA
2834|35608|6|19|1|NA|Debatir sobre la situación del SENA.|29/08/2012|2|NA|FALSE|SENA, educación técnica, tecnología,|NA|NA|34/12|NA|NA|NA|NA|NA
2835|35448|6|19|1|NA|Debatir sobre la situación del SENA.|29/08/2012|2|NA|FALSE|SENA, educación técnica, tecnología,|NA|NA|34/12|NA|NA|NA|NA|NA
2836|102661|8|NA|1|NA|Informe de rendición de cuentas de los dos años de gobierno, en el que se incluya ejecución presupuestal, objetivos, metas, logros, etc.,|NA|53|138|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
2837|38957|6|19|1|NA|Debatir sobre el colapso presentado en el proceso de transición de las funciones entre el ISS en Liquidación y Colpensiones (continuación).|19/03/2013|10|124|FALSE|ISS, instituto de seguros sociales, Colpensiones, salud, seguridad social|NA|NA|28/13, 29/13, 30/13, 31/13, 32/13|NA|NA|NA|NA|NA
2838|38862|6|19|1|NA|Debatir sobre el colapso presentado en el proceso de transición de las funciones entre el ISS en Liquidación y Colpensiones (continuación).|19/03/2013|10|124|FALSE|ISS, instituto de seguros sociales, Colpensiones, salud, seguridad social|NA|NA|28/13, 29/13, 30/13, 31/13, 32/13|NA|NA|NA|NA|NA
2839|38701|6|19|1|NA|Debatir sobre el colapso presentado en el proceso de transición de las funciones entre el ISS en Liquidación y Colpensiones (continuación).|19/03/2013|10|124|FALSE|ISS, instituto de seguros sociales, Colpensiones, salud, seguridad social|NA|NA|28/13, 29/13, 30/13, 31/13, 32/13|NA|NA|NA|NA|NA
2840|38472|6|19|1|NA|Debatir sobre el colapso presentado en el proceso de transición de las funciones entre el ISS en Liquidación y Colpensiones (continuación).|19/03/2013|10|124|FALSE|ISS, instituto de seguros sociales, Colpensiones, salud, seguridad social|NA|NA|28/13, 29/13, 30/13, 31/13, 32/13|NA|NA|NA|NA|NA
2841|39984|6|19|1|NA|Debatir sobre la situación administrativa del Club Deportivo los Millonarios.|20/03/2013|67|NA|FALSE|deportes, Millonarios, futbol|NA|NA|24/13|NA|NA|NA|NA|NA
2842|39782|6|19|1|NA|Debatir sobre la situación administrativa del Club Deportivo los Millonarios.|20/03/2013|67|NA|FALSE|deportes, Millonarios, futbol|NA|NA|24/13|NA|NA|NA|NA|NA
2843|39376|6|19|1|NA|Debatir sobre la ejecución de los recursos del Fondo de Adaptación y del Fondo de Calamidad.|20/03/2013|128|124|FALSE|Fondo de Adaptación, Fondo de Calamidad, desastres, calamidades, ejecución de recursos|NA|NA|65/13|NA|NA|NA|NA|NA
2844|41839|6|20|1|NA|Debatir sobre la crisis financiera del sector salud.|23/07/2013|10|133|FALSE|salud, crisis financiera, presupuesto, seguridad social, IPS, EPS|NA|NA|feb-13|NA|NA|NA|NA|NA
2845|31460|6|NA|1|NA|Debatir sobre la aplicación de la actualización catastral de la ciudad de Cúcuta.|NA|125|124|FALSE|vivienda, catastro, catastral, actualizacion catastral, impuestos, Cucuta|NA|NA|24|NA|NA|NA|NA|NA
2846|30990|6|NA|1|NA|Debatir sobre la aplicación de la actualización catastral de la ciudad de Cúcuta.|NA|125|124|FALSE|vivienda, catastro, catastral, actualizacion catastral, impuestos, Cucuta|NA|NA|24|NA|NA|NA|NA|NA
2847|39856|6|19|1|NA|Debatir sobre la calidad del servicio de voz e Internet a través de redes móviles en el país.|02/04/2013|53|NA|FALSE|,servicio de voz, Internet, redes móviles, comunicaciones, tecnologías de la información|NA|NA|50/13|NA|NA|NA|NA|NA
2848|41858|6|20|1|NA|Debatir sobre el proceso de renovación de las licencias de conducción.|24/07/2013|100|NA|FALSE|licencias de conducción, Runt, centro de reconocimiento de conductores, CRC|NA|NA|64/13|NA|NA|NA|NA|NA
2849|42264|6|20|1|NA|Debatir sobre los mandatos estipulados en la Ley 1429 de 2010 y de la Ley 1610 de 2013, acerca de formalización y generación de empleo.|30/07/2013|22|NA|FALSE|Trabajo, SENA, Formalización laboral, Generación de empleo, Desempleo.|NA|NA|ene-13|NA|NA|NA|NA|NA
2850|41797|6|20|1|NA|Debatir sobre los Proyectos Ordinarios de Leyes Reformatorios al Sistema General de Seguridad Social en Salud (PL 210 DE 2013 Senado y sus Acumulados los PL 051 de 2012Senado y 233 de 2013 Senado).|30/07/2013|10|NA|FALSE|Seguridad social, Salud, Sindicatos, Proyectos ordinarios de leyes.|NA|NA|feb-13|NA|NA|NA|NA|NA
2851|42057|6|20|1|NA|Debatir sobre el interés por parte del Gobierno de vender un porcentaje de ISAGEN.|31/07/2013|56|NA|FALSE|ISAGEN, energía, empresa pública|NA|NA|jul-13|NA|NA|NA|NA|NA
2852|42283|6|20|1|NA|Debatir sobre lo contemplado en el Proyecto de Presupuesto General de la Nación del año 2014 en las carteras de hacienda, cultura , transporte,  educación; tecnologías de la información y comercio, Industria y Turismo.|23/08/2013|133|NA|FALSE|Presupuesto General de la Nación, economía, vigencia fiscal 2014|NA|NA|jul-13|NA|NA|NA|NA|NA
2853|43894|6|20|1|NA|Debatir sobre la situación sanitaria y médica de los niños en el Departamento del Chocó.|13/08/2013|10|116|FALSE|CAPRECOM, Hospital San Francisco de Asís de Quibdó, ICBF|NA|NA|sep-13|NA|NA|NA|NA|NA
2854|55013|7|NA|1|NA|Discutir sobre las reservas campesinas y los cultivos ilícitos en la región del Catatumbo, Norte de Santander.|NA|123|119|FALSE|Cultivos ilícitos, Catatumbo, Norte de Santander, Reservas campesinas, FARC.|NA|NA|181/15|NA|NA|NA|NA|NA
2855|55155|7|21|1|NA|Discutir sobre el programa del Gobierno de alimentación escolar (PAE).|19/05/2015|95|116|FALSE|ICBF, Programa de alimentación escolar, Pobreza, Menores, Guajira, Chocó.|NA|NA|04/14, 42/15 y 43/15.|NA|NA|NA|NA|NA
2856|53315|7|NA|1|NA|Discutir la situación de los adolescentes dentro de los Centros del Sistema de Responsabilidad Penal -SRPA.|NA|94|122|FALSE|Sistema de Responsabilidad Penal para Adolescentes, Derechos humanos,  Jóvenes infractores.|NA|NA|NA|NA|NA|NA|NA|NA
2857|102784|8|NA|2|NA|Proyecto de ley No. 341 de 2020 Senado. “Por medio del cual se adoptan medidas en materia de transparencia, prevención y lucha contra la corrupción y otras disposiciones”.|NA|63|138|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
2858|45693|6|20|1|NA|"Discutir sobre la dura situación que enfrenta Casanare, principalmente en el municipio de Paz de Ariporo, con base en la Ley 1523 de 2012 ""Por la cual se adopta la Política Nacional de Gestión del Riesgo de Desastres y se establece el Sistema Nacional de Gestión del Riesgo de Desastres y se dictan otras disposiciones""."|26/03/2014|128|3|FALSE|Casanare, Paz de Ariporo, Sequía, Ley 1523|NA|NA|84/14|NA|NA|NA|NA|NA
2859|28570|6|NA|1|NA|Debatir sobre la seguridad en el departamento de Boyacá|NA|123|119|FALSE|Boyacá, seguridad|NA|NA|8|NA|NA|NA|NA|NA
2860|26275|6|NA|1|NA|Discutir sobre las acciones del gobierno respecto del alto precio de la gasolina, las subastas de energía en el país, el estado de cada uno de estos contratos relacionados con la Agencia Nacional de Hidrocarburos.|NA|56|41|FALSE|ANH, Mina, Ecopetrol|NA|NA|13|NA|NA|NA|NA|NA
2861|43658|6|NA|1|NA|Debatir sobre el manejo y la destinación que el gobierno nacional dará a los 3.1 billones de pesos que se adicionaron al presupuesto general de la nación.|NA|133|NA|FALSE|Presupuesto General de la Nación, economía, vigencia fiscal 2014|NA|NA|15/13|NA|NA|NA|NA|NA
2862|54003|7|21|1|NA|Discutir los impactos de la industria minera y de hidrocarburos en la salud de los trabajadores del sector y de las comunidades en las áreas de influencia de estos proyectos.|22/10/2014|10|56|FALSE|Mineria, Trabajadores.|NA|NA|22/14|NA|NA|NA|NA|NA
2863|38327|6|NA|1|NA|Debatir sobre el estado de ejecución en que se encuentran las concesiones en todo el territorio nacional.|NA|73|100|FALSE|concesiones,  infraestructura, transito, transporte|NA|NA|21|NA|NA|NA|NA|NA
2864|28017|6|NA|1|NA|Debatir sobre garantías de seguridad que se les están brindando a las compañías del sector petrolero.|NA|123|119|FALSE|petróleo, seguridad, pozos|NA|NA|03-nov|NA|NA|NA|NA|NA
2865|53063|7|21|1|NA|Discutir el desarrollo de la Política Nacional de Envejecimiento y Vejez.|22/10/2014|10|NA|FALSE|Envejecimiento|NA|NA|23/14|NA|NA|NA|NA|NA
2866|44342|6|NA|1|NA|Debatir sobre la situación actual de la educación media técnica, tecnológica, tecnóloga y superior en la región de los Llanos Orientales.|NA|2|56|FALSE|educación media técnica, tecnológica, tecnóloga, superior,  Llanos Orientales|NA|NA|23/13|NA|NA|NA|NA|NA
2867|38940|6|NA|1|NA|Debatir sobre las concesiones del Aeropuerto las Brujas de Corozal, Sucre y el estado de los compromisos adquiridos en dicho contrato.|NA|73|NA|FALSE|aeropuertos, Tolú, Corozal,|NA|NA|23|NA|NA|NA|NA|NA
2868|35078|6|NA|1|NA|Debatir sobre la problemática de los cacaoteros, los caficultores y productores de guayaba y palma de aceite en Colombia.|NA|8|NA|FALSE|Agricultura, cacaoteros, caficultores, productores de guayaba, palma de aceite|NA|NA|43|NA|NA|NA|NA|NA
2869|19794|6|NA|1|NA|Discutir sobre la situación del gas en Colombia y las tarifas del servicio y energía de gas.|NA|38|NA|FALSE|Gas, energía, servicios públicos.|NA|NA|32|NA|NA|NA|NA|NA
2870|41922|6|NA|1|NA|Debatir sobre la política de vivienda del Gobierno Nacional.|NA|125|116|FALSE|viviendas gratuitas, Asociaciones de Vivienda Popular, bienestar y pobreza|NA|NA|mar-13|NA|NA|NA|NA|NA
2871|53045|7|NA|1|NA|Discutir sobre el consumo de drogas y alcohol.|NA|10|116|FALSE|Salud, Alcohol, Drogas.|NA|NA|137/15|NA|NA|NA|NA|NA
2872|43386|6|NA|1|NA|Debatir sobre el programa de Televisión Satelital Gratuita Directa al Hogar en Colombia.|NA|67|NA|FALSE|Televisión Satelital, Autoridad Nacional de Televisión, tecnología digital|NA|NA|03/13, 10/25|NA|NA|NA|NA|NA
2873|20624|6|NA|1|NA|Debatir las políticas e inversiones tendientes a la gestión de los riesgos de origen natural.|NA|128|3|FALSE|desastres naturales|NA|NA|20-oct|NA|NA|NA|NA|NA
2874|35215|6|NA|1|NA|Debatir sobre las obras en el aeropuerto El Dorado.|NA|73|NA|FALSE|aeropuerto El Dorado, infraestructura|NA|NA|08-dic|NA|NA|NA|NA|NA
2875|26896|6|NA|1|NA|Citación a debate sobre la política cambiaria colombiana y la revaluación del peso|NA|41|NA|FALSE|política cambiaria|NA|NA|16-nov|NA|NA|NA|NA|NA
2876|40603|6|NA|1|NA|Debatir sobre sobre las medidas emprendidas para solucionar la situación de las cárceles y la violación del derecho a la salud de la población privada de la libertad.|NA|122|10|FALSE|cárceles, salud, sistema penitenciario, INPEC|NA|NA|208/13, 216/13|NA|NA|NA|NA|NA
2877|43381|6|NA|1|NA|Debatir sobre energía y gas en Colombia.|NA|56|NA|FALSE|energía, gas, servicios públicos domiciliarios|NA|NA|37/12|NA|NA|NA|NA|NA
2878|34285|6|NA|1|NA|Debatir sobre ascensos en la Policía Nacional.|NA|124|123|FALSE|Policía Nacional,  Plan Nacional de Desarrollo, ascensos|NA|NA|58, 139|NA|NA|NA|NA|NA
2879|54182|7|21|1|NA|Informar la situación presupuestal, contable, administrativa y de control interno del Instituto de Bienestar Familiar (ICBF).|22/04/2015|133|134|FALSE|DIAN, Estados financieros, Presupuesto.|NA|NA|dic-15|NA|NA|NA|NA|NA
2880|54193|7|21|1|NA|Dar a conocer la ejecución presupuestal del año 2014 y 2015 en sus respectivas dependencias.|05/05/2015|133|NA|FALSE|Ejecución presupuestal 2014-2015.|NA|NA|15/15|NA|NA|NA|NA|NA
2881|54218|7|NA|1|NA|Discutir la viabilidad del desarrollo de actividades mineras en Bogotá.|NA|56|3|FALSE|Mineria, Bogotá, Cantera la Esmeralda, Ciudad Bolivar.|NA|NA|46/15|NA|NA|NA|NA|NA
2882|53526|7|NA|1|NA|Discutir la viabilidad del desarrollo de actividades mineras en Bogotá.|NA|56|3|FALSE|Mineria, Bogotá, Cantera la Esmeralda, Ciudad Bolivar.|NA|NA|46/15|NA|NA|NA|NA|NA
2883|53411|7|21|1|NA|Discutir el estado de implementación y las medidas adoptadas para la entrada en vigencia de la Ley de transparencia y del derecho al acceso a la información pública nacional.|09/09/2014|2|NA|FALSE|Ley transparencia, Derecho acceso, Información pública.|NA|NA|19/14|NA|NA|NA|NA|NA
2884|54320|7|NA|1|NA|Discutir la viabilidad del desarrollo de actividades mineras en Bogotá.|NA|56|3|FALSE|Mineria, Bogotá, Cantera la Esmeralda, Ciudad Bolivar.|NA|NA|46/15|NA|NA|NA|NA|NA
2885|30672|6|NA|1|NA|Debatir sobre la situación actual de producción, explotación, yacimientos y orden público con relación al tema carbonífero y petrolero, así como sobre proyectos financiados con recursos de la regalías.|NA|56|123|FALSE|carbón, petróleo, yacimientos, seguridad|NA|NA|43/12|NA|NA|NA|NA|NA
2886|19511|6|NA|1|NA|Debatir sobre las políticas e inversiones tendientes a las gestión del riesgo de origen natural|NA|128|3|FALSE|medio ambiente, riesgo de origen natural|NA|NA|20-oct|NA|NA|NA|NA|NA
2887|37001|6|NA|1|NA|Debatir sobre los corredores viales de los departamentos de Nariño, Cauca, Putumayo y Huila.|NA|73|100|FALSE|vía panamericana, variante el Estanquillo, vía Florencia – Suaza, infraestructura, carreteras|NA|NA|21-dic|NA|NA|NA|NA|NA
2888|38147|6|NA|1|NA|Debatir sobre la reciente importación de 250.000 toneladas de arroz para abastecer el mercado interno en los meses finales de 2012 y primer trimestre de 2013,  así como la crisis de los sectores de soya, maíz, café, cacao,  algodón y el sector pecuario bovino con los componentes lechero y cárnico.|NA|8|41|FALSE|importación de arroz, crisis agrícola, agropecuario|NA|NA|38/12, 44/13, 45/13, 46/13|NA|NA|NA|NA|NA
2889|46405|6|NA|1|NA|Analizar la reciente jurisprudencia del Consejo de Estado en la que se condena al Congreso de la República a indemnizar por la presunta falla en la función legislativa al expedir la Ley 633 de 2000.|NA|134|NA|FALSE|Ley 633, Goodyear de Colombia S.A, Consejo de Estado, Tasa Especial por Servicios Aduaneros (TESA)|NA|NA|90/14|NA|NA|NA|NA|NA
2890|18779|6|NA|1|NA|Continuación del debate sobre el papel de las regalías en el desarrollo económico de las regiones, el control y vigilancia a la inversión de recursos de regalías, al régimen actual al sistema de regalías en el país, así como a las implicaciones de una reforma al sistema integral de regalías dentro del marco de la regla fiscal.|NA|41|133|FALSE|Política macroeconómica, regla fiscal, regalías|NA|23-nov|NA|NA|NA|NA|NA|NA
2891|18173|6|NA|1|NA|Continuación del debate sobre el papel de las regalías en el desarrollo económico de las regiones. l|NA|41|133|FALSE|regalías, regiones, desarrollo económico, reforma a las regalías, regla fiscal|NA|NA|NA|NA|NA|NA|NA|NA
2892|18178|6|NA|1|NA|Debate sobre el presupuesto asignado al Ministerio de Ambiente, dentro del Proyecto de Ley de Presupuesto General de la Nación para la vigencia fiscal del 1 de enero al 31 de diciembre de 2011, programas y montos.|NA|133|3|FALSE|ministerio de ambiente, presupuesto, presupuesto general de la nación|NA|NA|NA|NA|NA|NA|NA|NA
2893|41940|6|NA|1|NA|Debatir sobre  conflictos laborales – y de otra índole – presentados con ocasión de la explotación petrolera que adelantan en Colombia.|NA|22|56|FALSE|conflictos laborales, explotación petrolera, petroleo, minas y energía|NA|NA|NA|NA|NA|NA|NA|NA
2894|54359|7|21|1|NA|Discutir el desarrollo de la Política Nacional de Envejecimiento y Vejez.|22/10/2014|10|NA|FALSE|Envejecimiento|NA|NA|23/14|NA|NA|NA|NA|NA
2895|54245|7|21|1|NA|Discutir sobre las políticas públicas del sector Minero-Energético en el Plan Nacional de Desarrollo.|25/03/2015|56|97|FALSE|PND, Minas, Energía.|NA|NA|52/15 y 53/15|NA|NA|NA|NA|NA
2896|55042|7|NA|1|NA|Sustentar el cuarto y el quinto informe  del Observatorio Nacional de Salud (ONS)|NA|124|10|FALSE|Informes, 2015, Instituto Nacional de Salud, INS, Observatorio Nacional de Salud, ONS|NA|NA|NA|NA|NA|NA|NA|NA
