id|votacion_id|camara_id
7924|9454|2
7506|9234|1
7938|9461|2
7508|9235|1
7510|9236|1
7512|9237|1
7514|9238|1
7516|9239|1
8008|9486|2
7518|9240|1
7520|9241|1
8036|9519|2
7522|9242|1
7524|9244|1
8050|9528|2
7526|9245|1
7529|9246|1
8106|9520|2
8120|9473|2
8134|9566|2
7534|9248|1
7535|9247|1
7538|9249|1
7542|9251|1
7544|9252|1
7546|9253|1
8231|9642|1
7548|9254|1
8256|9676|2
7552|9256|1
8268|9688|2
8279|9693|2
7555|9257|1
8290|9548|2
8292|9699|1
7559|9259|1
7562|9260|1
8295|9776|2
7564|9261|1
7566|9262|1
8297|9877|2
8298|9878|2
7571|9264|1
8301|9879|2
7574|9265|1
7579|9267|1
8306|9886|2
8307|9897|1
8318|9902|1
8320|9903|1
8322|9905|1
8327|9907|1
8333|9910|1
8339|9919|1
8341|9898|1
8342|9899|1
8343|9901|1
8344|9906|1
8345|9908|1
8346|9909|1
8347|9911|1
8348|9912|1
8349|9920|1
8358|9942|2
8359|9941|1
8360|9941|2
8362|9949|1
8373|9955|1
8374|9954|1
8375|9950|1
8377|9956|1
8383|9962|1
8391|9986|1
8392|9987|1
8423|10020|1
8439|10033|1
8448|10055|2
8451|10058|2
8454|10059|2
8456|10060|2
8457|9584|2
8459|10064|2
8461|10066|1
8462|10067|1
8463|10069|1
8465|10072|2
8466|9881|2
8467|9880|2
8474|10077|1
8475|10076|1
8476|10080|2
8479|10081|2
8481|10082|2
8483|10083|2
8485|10084|2
8488|10085|2
8489|10056|1
8490|10056|2
8491|10049|1
8492|10048|1
8493|10047|1
8494|10046|1
8495|10045|1
8496|9982|1
8497|10087|1
8498|9983|1
8500|9985|1
8501|9964|1
8502|9960|1
8503|10088|1
8504|9963|1
8506|9984|1
8507|9988|1
8508|9989|1
8509|10089|1
8511|9990|1
8513|10001|1
8514|10000|1
8515|10090|1
8517|10002|1
8518|10003|1
8519|10004|1
8520|10005|1
8521|10006|1
8523|10007|1
8525|10008|1
8526|10009|1
8527|10092|1
8529|10010|1
8530|10011|1
8531|10012|1
8532|10013|1
8533|10014|1
8534|10093|1
8535|10017|1
8538|10019|1
8539|10015|1
8540|10016|1
8541|10022|1
8542|10023|1
8543|10021|1
8544|10094|1
8545|10024|1
8547|10025|1
8548|10026|1
8549|10027|1
8550|10028|1
8551|10029|1
8554|10030|1
8555|10031|1
8556|10032|1
8558|10034|1
8559|10096|1
8560|10035|1
8561|10095|1
8563|10097|1
8566|10099|1
8568|10100|1
8572|10137|1
8573|10138|1
8575|10078|1
8577|10190|1
8578|10191|1
8579|10192|1
8581|10193|1
8583|10213|1
8584|10214|1
8585|10215|1
8586|10216|1
8587|10217|1
8588|10218|1
8589|10219|1
8590|10220|1
8591|10221|1
8592|10222|1
8593|10223|1
8594|10224|1
8595|10225|1
8596|10226|1
8597|10227|1
8598|10228|1
8599|10229|1
8600|10231|1
8601|10232|1
8602|10234|1
8603|10235|1
8604|10237|1
8605|10238|1
8606|10240|1
8607|10241|1
8610|10245|1
8611|10246|1
8612|10247|1
8613|10248|1
8614|10249|1
8633|10296|1
8638|10302|1
8624|10287|1
8625|10288|1
8626|10289|1
8627|10290|1
8628|10291|1
8632|10295|1
8641|10305|1
8631|10294|1
8634|10297|1
8635|10298|1
8636|10300|1
8637|10301|1
8639|10303|1
8640|10304|1
8644|10308|1
8646|10310|1
8651|10321|1
8652|10322|1
8653|10323|1
8654|10325|2
8655|10327|2
8657|10329|2
8658|10332|2
8659|10333|2
8661|10335|2
8662|10336|2
8664|10349|2
8665|10350|1
8666|10351|2
8668|10353|2
8669|10354|2
8670|10355|2
8671|10356|2
8672|10357|2
8675|10360|2
8676|10361|2
8677|10362|2
8680|10367|2
8681|10368|2
8682|10369|2
8683|10370|2
8684|10371|2
8685|10372|2
8686|10373|2
8687|10374|2
8688|10375|2
8689|10376|2
8690|10377|2
8691|10378|2
8692|10379|2
8693|10380|2
8694|10381|1
8696|10383|2
8698|10385|2
8699|10386|2
8700|10387|2
8701|10398|2
8702|10399|2
8703|10400|2
8704|10401|2
8705|10402|2
8707|10403|2
8708|10404|2
8709|10405|2
8710|10406|2
8711|10407|2
8712|10408|2
8713|10409|2
8714|10410|2
8715|10411|2
8717|10416|2
8718|10417|2
8719|10418|2
8720|10419|2
8724|10423|1
8725|10424|1
8729|10311|1
8730|10430|2
8732|10431|2
8733|10432|2
8734|10433|2
8735|10434|2
8736|10435|2
8737|10436|2
8738|10437|2
8739|10438|2
8740|10439|2
8741|10440|2
8742|10441|2
8744|10443|2
8745|10444|2
8747|10445|2
8748|10446|2
8749|10447|2
8750|10448|2
8751|10449|2
8752|10450|2
8753|10451|2
8754|10452|2
8755|10453|2
8756|10454|1
8761|10285|1
8763|10284|1
8764|10455|2
8765|10456|2
8766|10457|2
8767|10458|2
8768|10459|2
8771|10461|2
8772|10462|2
8773|10463|2
8774|10464|2
8776|10465|2
8777|10466|1
8778|10467|1
8780|10469|1
8781|10470|2
8782|10471|2
8783|10472|2
8784|10473|2
8785|10474|2
8786|10475|2
8787|10476|2
8788|10477|2
8789|10478|2
8791|10479|2
8792|10480|2
8793|10481|2
8794|10482|2
8795|10483|2
8796|10484|2
8797|10485|2
8798|10486|2
8799|10487|2
8801|10529|1
8802|10530|1
8803|10531|1
8804|10532|1
8805|10533|1
8806|10534|1
8807|10535|1
8808|10536|1
8809|10537|1
8810|10538|1
8811|10442|2
8812|10539|1
8813|10540|1
8814|10541|1
8815|10542|1
8816|10543|1
8817|10544|1
8818|10545|1
8819|10546|1
8820|10547|1
8821|10548|1
8822|10549|1
8823|10550|1
8824|10551|1
8825|10552|1
8826|10553|1
8827|10554|1
8828|10555|1
8829|10556|1
8830|10557|1
8834|10560|1
8832|10558|1
8833|10559|1
8835|10561|1
8836|10562|1
8838|10564|1
8837|10563|1
8839|10565|1
8840|10566|1
8841|10567|1
8843|10569|1
8842|10568|1
8844|10359|2
8845|10358|2
8846|10250|1
8847|10242|1
8848|10413|2
8849|10313|2
8850|10460|2
8851|10602|1
8852|10603|1
8853|10343|2
8854|10426|1
8855|10352|1
8856|10382|1
8857|10384|1
8858|10425|1
8862|10243|1
8868|10615|2
8882|10633|1
8883|10634|1
8885|10636|1
8886|10637|1
8888|10638|1
8889|10635|1
8890|10639|1
8894|10091|1
8899|10649|1
8900|10650|1
8901|10651|1
8902|10652|1
8903|10653|1
8904|10654|1
8905|10655|1
8906|10429|1
8907|10468|1
8908|10626|2
8909|9761|1
8910|10657|1
8911|10657|2
8912|10624|2
8913|10627|2
8914|10628|2
8915|10629|2
8916|10630|2
8917|10631|2
8918|10632|2
8920|10700|2
8921|10701|2
8922|10101|1
8923|10098|1
8924|10203|1
8926|10279|1
8928|10281|1
8929|10280|1
8931|10282|1
8932|10283|1
8933|10286|1
8934|10293|1
8936|10307|1
8937|10306|1
8938|10309|1
8939|10292|1
8940|10705|1
8941|10018|1
8943|10706|1
8944|10707|1
8945|10708|1
8946|10709|2
8947|10710|2
8949|10713|1
8950|10729|2
8952|10731|2
8953|10732|2
8954|10733|2
8955|10734|2
8956|10735|2
8957|10736|1
8958|10737|1
8959|10738|1
8960|10739|1
8961|10740|1
8963|10741|1
8964|10742|1
8966|10755|2
8967|10753|2
8968|10760|1
8969|10761|1
8971|10762|1
8975|10765|1
8976|10764|1
8978|10778|1
8979|10788|2
8980|10181|1
8981|10796|1
8982|10797|1
8983|10798|1
8984|10799|1
8985|10800|1
8987|10801|2
8988|10802|2
8989|10803|2
8990|10804|2
8991|10807|2
8995|10837|1
8996|10838|1
8998|10840|2
8999|10841|2
9001|10842|2
9003|10844|1
9004|10845|1
9009|10848|2
9010|10847|2
9011|10846|2
9013|10849|2
9014|10850|2
9017|10851|2
9018|10853|2
9019|10854|2
9020|10855|2
9025|10857|2
9026|10858|2
9027|10859|2
9028|10860|1
9029|10861|1
9032|10866|2
9035|10869|2
9036|10870|2
9037|10871|2
9038|10872|2
9039|10873|2
9041|10875|2
9042|10876|2
9043|10877|2
9044|10878|2
9045|10879|2
9046|10880|2
9048|10882|2
9049|10881|2
9051|10885|2
9052|10886|2
9054|10888|2
9055|10887|2
9064|10892|2
9065|10890|1
9066|10890|2
9067|10893|2
9070|10894|1
9071|10894|2
9072|10895|2
9073|10896|2
9084|10900|1
9085|10900|2
9086|10901|1
9087|10901|2
9088|10902|1
9089|10902|2
9090|10903|1
9091|10903|2
9109|10908|1
9110|10908|2
9111|10909|1
9112|10909|2
9115|10899|1
9116|10899|2
9117|10898|1
9118|10898|2
9119|10891|1
9120|10891|2
9126|10904|1
9127|10904|2
9137|10917|1
9138|10922|2
9139|10931|1
9140|10918|1
9142|10919|1
9144|10932|1
9160|10946|1
9161|10947|2
9162|10948|2
9203|10971|1
9204|10972|2
9205|10973|2
9206|10974|2
9207|10975|2
9209|10968|1
9210|10965|1
9211|10964|1
9212|10969|1
9213|10963|1
9214|10966|1
9215|10962|1
9216|10959|1
9217|10958|1
9218|10960|1
9224|10945|1
9226|10935|1
9227|10934|1
9228|10933|1
9229|10944|1
9230|10967|1
9231|10942|1
9232|10943|1
9233|10941|1
9234|10940|1
9235|10939|1
9236|10938|1
9237|10936|1
9238|10937|1
9239|10883|1
9241|10856|2
9242|10843|1
9243|10852|2
9271|10999|1
9272|11000|1
9273|11001|1
9274|11002|1
9275|11003|1
9307|11051|1
9308|11054|1
9319|11114|2
9321|11116|2
9323|11117|2
9329|11121|1
9330|11122|1
9331|11123|1
9332|11124|1
9333|11125|1
9334|11126|1
9335|11127|1
9336|11128|1
9337|11129|1
9338|11130|1
9339|11131|1
9340|11132|1
9341|11133|1
9342|11134|1
9343|11135|1
9344|11136|1
9345|11137|1
9347|11139|1
9348|11140|1
9349|11141|1
9351|11143|1
9362|11142|1
9363|11138|1
9559|11293|2
9599|11325|1
9602|11328|1
9614|11294|2
9631|11353|2
9632|11354|2
9633|11355|2
9634|11356|2
9635|11357|2
9640|11362|2
9641|11358|2
9642|11361|2
9643|11359|2
9644|11363|2
9645|11360|2
9647|11364|2
9648|11365|2
9649|11366|2
9650|11367|2
9651|11368|2
9652|11369|2
9653|11370|2
9654|11371|2
9655|11372|2
9656|11373|2
9669|11339|2
9672|11340|2
9676|11387|2
9677|11388|2
9684|11380|2
9686|11333|1
9687|11318|1
9688|11317|1
9689|11319|1
9690|11316|1
9691|11320|1
9692|11321|1
9693|11322|1
9694|11327|1
9695|11330|1
9696|11331|1
9697|11312|1
9698|11311|1
9699|11309|1
9700|11307|1
9701|11305|1
9702|11304|1
9703|11302|1
9704|11300|1
9705|11196|1
9706|11195|1
9707|11194|1
9708|11193|1
9709|11192|1
9710|11190|1
9711|11189|1
9712|11187|1
9713|11185|1
9714|11184|1
9715|11183|1
9716|11182|1
9717|11181|1
9718|11180|1
9719|11179|1
9720|11178|1
9721|11177|1
9722|11176|1
9723|11175|1
9724|11174|1
9725|11173|1
9726|11172|1
9727|11171|1
9728|11170|1
9729|11169|1
9730|11168|1
9731|11167|1
9732|11166|1
9733|11165|1
9734|11164|1
9735|11163|1
9736|11162|1
9737|11161|1
9738|11160|1
9739|11159|1
9740|11158|1
9741|11157|2
9742|11155|1
9743|11156|2
9744|11154|1
9745|11151|1
9746|11153|1
9747|11152|1
9748|11150|1
9749|11149|1
9750|11148|1
9751|11145|1
9752|11147|1
9753|11144|1
9754|11146|1
9755|11094|1
9756|11120|1
9757|11119|1
9758|11118|1
9759|11024|1
9760|11089|1
9761|11028|1
9762|11086|1
9763|11084|1
9764|11019|1
9765|11017|1
9766|11016|1
9767|11014|1
9768|11080|1
9769|11082|1
9770|11012|1
9771|11011|1
9772|11077|1
9773|11076|1
9775|10970|1
9776|11045|1
9777|11042|1
9778|11031|1
9779|11038|1
9781|11039|1
9782|11040|1
9783|11041|1
9786|11005|1
9787|11004|1
9788|11009|1
9789|11008|1
9791|11007|1
9792|11006|1
9793|10998|1
9795|10997|1
9796|10996|1
9797|10995|1
9798|10994|1
9799|10993|1
9800|10992|1
9806|11393|2
9807|11392|2
9808|11391|2
9809|11390|2
9811|11389|2
9813|11385|2
9817|11386|2
9819|11383|2
9821|11384|2
9823|11382|2
9824|11381|2
9825|11379|2
9826|11378|2
9828|11377|2
9829|11376|2
9830|11413|1
9831|11375|2
9832|11374|2
9833|11414|1
9834|11412|1
9835|11351|2
9836|11395|1
9837|11411|1
9838|11396|1
9839|11397|1
9840|11346|2
9841|11410|1
9842|11398|1
9843|11399|1
9844|11400|1
9845|11408|1
9847|11404|1
9848|11401|1
9849|11409|1
9850|11402|1
9851|11403|1
9852|11405|1
9854|11406|1
9856|11394|1
9858|11407|1
9859|11341|2
9860|11415|1
9861|11416|1
9862|10957|1
9863|10956|1
9864|11417|1
9865|11418|1
9866|11419|1
9867|11420|1
9868|11421|1
9870|11422|1
9871|10874|2
9872|10868|2
9873|10867|2
9874|10865|2
9875|11423|1
9876|11424|1
9877|11425|1
9878|11426|1
9879|11427|1
9880|11428|1
9881|11429|1
9882|11430|1
9883|11431|1
9885|11433|1
9886|11434|1
9887|11435|1
9888|11436|1
9889|11437|1
9890|11438|1
9891|11439|1
9892|11440|1
9893|11441|1
9894|11442|1
9895|11443|1
9896|11444|1
9897|11445|1
9898|11446|1
9900|10889|1
9901|10889|2
9902|11447|1
9903|11432|1
9905|11448|1
9907|11450|1
9908|11451|1
9909|11449|1
9911|11452|1
9912|11453|1
9913|11454|1
9914|11469|1
9915|11470|1
9916|11471|1
9917|11472|1
9919|11473|1
9920|11474|1
9921|11475|1
9922|11476|1
9923|11477|1
9924|11478|1
9925|11479|1
9926|11480|1
9927|11481|1
9928|11482|1
9929|11483|1
9930|11484|1
9931|11485|1
9932|11486|1
9933|11487|1
9934|11488|1
9935|11489|1
9936|11490|1
9937|11491|1
9938|11492|1
9939|11493|1
9940|11494|1
9941|11495|1
9942|11496|1
9943|11497|1
9944|11498|1
9946|11500|1
9947|11501|1
9948|11499|1
9949|11502|1
9950|11503|1
9951|11504|1
9952|11505|1
9953|11506|1
9954|11507|1
9955|11508|1
9956|11509|1
9957|11510|1
9958|11511|1
9959|11512|1
9960|11513|1
9961|11514|1
9962|11515|1
9963|11516|1
9964|11517|1
9965|11518|1
9966|11519|1
9968|11521|1
9969|11520|1
9970|11522|1
9971|11523|1
9972|11524|1
9973|11525|1
9974|11526|1
9975|11527|1
9976|11528|1
9977|11529|1
9978|11530|1
9979|11531|1
9980|11532|1
9981|11533|1
9982|11534|1
9983|11535|1
9984|11536|1
9985|11537|1
9986|11538|1
9987|11539|1
9988|11540|1
9989|11541|2
9992|11544|1
9993|11543|1
9995|11546|1
9997|11548|1
9998|11549|1
9999|11547|1
10000|11550|1
10002|11552|1
10004|11554|1
10006|11555|1
10007|11553|2
10008|11551|2
10009|11545|2
10010|11542|2
10011|11556|1
10012|11557|1
10013|11557|2
10014|11558|1
10015|11558|2
10016|11559|1
10017|11559|2
10018|11560|1
10019|11560|2
10022|11561|1
10023|11561|2
10026|11562|1
10027|11562|2
10028|11563|1
10029|11563|2
10032|11564|1
10033|11564|2
10034|11565|1
10035|11565|2
10036|11566|1
10037|11566|2
10040|11568|2
10041|11567|2
10043|11569|2
10044|11570|2
10046|11571|2
10047|11572|2
10049|11573|2
10050|11574|2
10051|11575|2
10052|11576|2
10055|11577|2
10056|11579|2
10057|11578|2
10058|11580|2
10059|11585|2
10060|11586|2
10061|11587|2
10063|11588|2
10064|11589|2
10065|11590|1
10066|11591|1
10067|11592|1
10069|11593|1
10070|11594|1
10071|11595|1
10072|11596|1
10073|11597|1
10074|11598|1
10075|11599|1
10076|11600|1
10077|11601|1
10079|11603|1
10080|11602|1
10081|11610|1
10082|11611|1
10083|11612|1
10087|11614|1
10089|11617|1
10092|11620|1
10084|11613|1
10096|11624|1
10086|11615|1
10088|11616|1
10090|11618|1
10093|11621|1
10094|11622|1
10095|11623|1
10098|11626|1
10097|11625|1
10099|11627|1
10100|11628|1
10101|11629|1
10102|11629|2
10103|11630|1
10104|11630|2
10105|11631|1
10106|11631|2
10107|11632|1
10108|11632|2
10109|11633|1
10110|11633|2
10111|11634|1
10112|11634|2
10116|11635|1
10118|11636|1
10119|11636|2
10120|11637|1
10121|11638|1
10122|11639|1
10123|11640|1
10124|11641|1
10125|11642|1
10126|11643|1
10127|11644|1
10128|11645|1
10129|11646|1
10133|11705|2
10139|11723|2
10140|11724|2
10141|11722|2
10142|11712|2
10143|11708|2
10144|11704|2
10145|11703|2
10146|11702|2
10147|11725|1
10149|11729|2
10151|11735|2
10152|11732|2
10153|11737|2
10154|11738|2
10155|11741|2
10156|11743|2
10157|11744|2
10158|11746|2
10160|11747|2
10161|11748|2
10162|11749|2
10163|11750|2
10164|11753|2
10166|11755|2
10167|11758|2
10168|11760|2
10169|11761|2
10170|11764|2
10171|11765|2
10172|11766|2
10173|11767|2
10174|11778|1
10175|11779|1
10176|11780|1
10177|11781|1
10178|11782|1
10179|11783|1
10180|11784|1
10181|11785|1
10183|11786|1
10184|11787|1
10185|11788|1
10186|11789|1
10187|11790|1
10188|11791|1
10190|11793|1
10191|11794|1
10192|11795|1
10194|11797|1
10196|11799|1
10197|11800|1
10198|11801|2
10199|11802|1
10200|11803|1
10219|11200|2
10220|11202|2
10221|11204|2
10223|11209|2
10224|11212|2
10225|11206|2
10228|11214|2
10229|11215|2
10230|11216|2
10231|11218|2
10233|11224|2
10234|11222|2
10235|11220|2
10236|11227|2
10237|11229|2
10238|11232|2
10239|11230|2
10240|11234|2
10241|11236|2
10242|11237|2
10243|11239|2
10244|11238|2
10246|11242|2
10247|11243|2
10248|11244|2
10249|11245|2
10250|11821|1
10251|11822|1
10252|11823|1
10253|11824|1
10254|11825|1
10255|11826|1
10256|11827|1
10257|11828|1
10258|11829|1
10259|11830|1
10260|11831|1
10261|11832|1
10262|11833|1
10263|11834|1
10264|11835|1
10265|11836|1
10266|11837|1
10267|11838|1
10268|11839|1
10269|11840|1
10270|11841|1
10271|11842|1
10272|11843|1
10273|11844|1
10274|11845|1
10275|11846|1
10276|11847|1
10277|11848|1
10278|11849|1
10279|11850|1
10280|11851|1
10281|11852|1
10282|11853|1
10283|11854|1
10284|11855|1
10285|11856|1
10286|11857|1
10287|11858|1
10288|11859|1
10289|11860|1
10290|11861|1
10291|11862|1
10292|11863|1
10293|11864|1
10294|11865|1
10295|11866|1
10296|11867|1
10297|11868|1
10298|11869|1
10299|11870|1
10300|11871|1
10301|11872|1
10302|11873|1
10303|11874|1
10304|11875|1
10305|11876|1
10306|11877|1
10307|11878|1
10308|11879|1
10309|11880|1
10310|11881|1
10311|11882|1
10312|11883|1
10313|11884|1
10314|11885|1
10315|11886|1
10316|11887|1
10317|11888|1
10318|11889|1
10319|11890|1
10320|11891|1
10322|11893|1
10323|11892|1
10324|11894|1
10325|11895|1
10326|11896|1
10327|11897|1
10328|11898|1
10329|11899|1
10330|11900|1
10331|11901|1
10332|11902|1
10334|11904|1
10335|11905|1
10336|11906|1
10337|11907|1
10338|11908|1
10339|11909|1
10340|11910|1
10341|11911|1
10342|11912|1
10343|11913|1
10344|11914|1
10345|11915|1
10346|11916|1
10347|11917|1
10348|11918|1
10349|11919|1
10350|11920|1
10351|11921|1
10352|11922|1
10354|11924|1
10355|11925|1
10356|11923|1
10357|11926|1
10358|11927|1
10359|11928|1
10360|11929|1
10361|11930|1
10362|11931|1
10363|11932|1
10364|11933|1
10365|11934|1
10366|11935|1
10367|11936|1
10368|11937|1
10369|11938|1
10370|11939|1
10371|11940|1
10373|11941|1
10374|11942|1
10375|11943|1
10376|11944|1
10378|11945|1
10380|11947|1
10382|11949|1
10383|11946|1
10384|11948|1
10385|11950|1
10386|11951|1
10387|11952|1
10388|11953|1
10390|11954|1
10391|11955|2
10392|11956|2
10393|11957|2
10394|11958|2
10395|11959|2
10396|11960|2
10398|11962|2
10399|11961|2
10400|11963|2
10407|11967|1
10408|11967|2
10409|11968|1
10410|11968|2
10411|11969|1
10412|11969|2
10413|11970|1
10414|11970|2
10417|11972|1
10418|11973|2
10419|11974|1
10420|11974|2
10423|11964|1
10424|11964|2
10425|11965|1
10426|11965|2
10427|11966|1
10428|11966|2
10431|11976|1
10432|11976|2
10433|11977|1
10434|11977|2
10435|11975|1
10436|11975|2
10437|11978|1
10438|11978|2
10439|11979|2
10444|11983|2
10445|11984|2
10446|11985|2
10447|11986|2
10448|11987|2
10449|11988|2
10450|11989|2
10451|11990|1
10452|11991|2
10453|11992|2
10454|11993|2
10455|11792|1
10456|11796|1
10457|11798|1
10458|11903|1
10459|11994|2
10460|11995|2
10461|10987|2
10462|11258|2
10463|11259|2
10464|11260|2
10465|11261|2
10466|11262|2
10468|11268|2
10469|11266|2
10470|11269|2
10471|11272|2
10473|11274|2
10474|11277|2
10475|11278|2
10476|10949|2
10477|10950|2
10478|10951|2
10479|10952|2
10480|10953|2
10481|11996|2
10482|11296|2
10483|11295|2
10484|11297|2
10485|11298|2
10486|11299|2
10487|11301|2
10488|11303|2
10489|11306|2
10490|11310|2
10523|11997|2
10524|11998|2
10525|11999|2
10526|12000|2
10527|12001|2
10528|12002|2
10529|12003|2
10530|12004|2
10543|11308|2
10544|11313|2
10545|11314|2
10546|11315|2
10547|10905|2
10551|10911|2
10553|10907|2
10554|10912|2
10555|10910|2
10556|10906|2
10557|10913|2
10558|10916|2
10559|11201|2
10560|11205|2
10561|11207|2
10562|11208|2
10563|11210|2
10564|11211|2
10565|11213|2
10566|11217|2
10567|11219|2
10568|11240|2
10570|12014|1
10572|12015|1
10571|12013|1
10573|12016|1
10574|12017|1
10575|12018|1
10576|12019|1
10579|12021|1
10580|11223|2
10587|11221|2
10588|12027|1
10589|11225|2
10590|11226|2
10605|12031|1
10607|12033|1
10608|12034|1
10612|12038|1
10613|12039|1
10623|12047|2
10578|12020|1
10600|10990|2
10609|12035|1
10618|12044|2
10582|12022|1
10601|10991|2
10583|12023|1
10584|12024|1
10585|12025|1
10586|12026|1
10593|11233|2
10597|10985|2
10602|12028|1
10604|12030|1
10610|12036|1
10611|12037|1
10591|11228|2
10592|11231|2
10594|11235|2
10595|10982|2
10596|10983|2
10598|10988|2
10606|12032|1
10619|12045|1
10620|12045|2
10599|10989|2
10603|12029|1
10621|12046|1
10622|12046|2
10624|12072|1
10625|12073|1
10626|12074|1
10627|12075|1
10628|12076|1
10629|12077|1
10630|12078|1
10631|12079|1
10632|12080|1
10633|12081|1
10634|12082|1
10635|12083|1
10636|12084|1
10637|12085|1
10638|12086|1
10639|12087|1
10640|12088|1
10641|12089|1
10642|12090|1
10643|12091|1
10644|12092|1
10645|12093|1
10646|12094|1
10647|12095|1
10648|12096|1
10649|12097|1
10650|12098|1
10651|12099|1
10652|12100|1
10653|12101|1
10654|12102|1
10655|12103|1
10656|12104|1
10657|12105|1
10658|12106|1
10659|12107|1
10660|12108|1
10661|12109|1
10662|12110|1
10663|12111|1
10664|12112|1
10665|12113|1
10666|12114|1
10667|12115|1
10668|12116|1
10669|12117|1
10670|12118|1
10671|12119|1
10672|12120|1
10673|12121|1
10674|12122|1
10675|12123|1
10676|12124|1
10677|12125|1
10678|12126|1
10679|12127|1
10680|12131|2
10681|11248|2
10682|11250|2
10683|11253|2
10684|11254|2
10685|11255|2
10686|11257|2
10687|11256|2
10688|11263|2
10689|11265|2
10691|11267|2
10692|11264|2
10693|11270|2
10694|11271|2
10695|11273|2
10696|11275|2
10697|11280|2
10698|11279|2
10700|11281|2
10701|11282|2
10702|11283|2
10703|11284|2
10705|11286|2
10706|11285|2
10707|11287|2
10708|11288|2
10709|11290|2
10710|11291|2
10711|11289|2
10712|11292|2
10713|12168|2
10714|12169|2
10716|12171|1
10717|12172|1
10718|12170|1
10719|12173|1
10720|12174|1
10721|12175|1
10722|12176|1
10724|11246|2
10725|11247|2
10726|11249|2
10727|11251|2
10728|11252|2
10729|12202|2
10730|12225|2
10731|12226|2
10732|12230|2
10734|12231|2
10735|12232|2
10736|12237|2
10738|12239|2
10739|12238|2
10740|12240|2
10741|12241|2
10742|12242|2
10743|12243|2
10744|12244|2
10745|12245|2
10746|12246|2
10747|12247|2
10748|12248|2
10749|12249|2
10750|12250|2
10751|12251|2
10752|12252|2
10754|12254|1
10755|12255|1
10756|12256|1
10757|12257|1
10758|12258|1
10759|12259|1
10760|12260|1
10761|12261|1
10762|12262|1
10763|12263|1
10764|12264|1
10765|12265|1
10766|12266|1
10767|12267|1
10768|12268|1
10769|12269|1
10770|12270|1
10771|12271|1
10772|12272|1
10773|12273|1
10774|12274|1
10775|12275|1
10776|12276|1
10777|12281|1
10778|12282|1
10779|12283|1
10780|12284|1
10781|12285|1
10782|12286|1
10783|12287|1
10784|12288|1
10785|12289|1
10786|12290|1
10787|12291|1
10788|12292|1
10789|12293|1
10790|12294|1
10791|12295|1
10792|12296|1
10793|12297|1
10794|12298|1
10795|12299|1
10796|12300|1
10797|12301|1
10798|12302|1
10799|12303|1
10800|12304|1
10801|12305|1
10802|12306|1
10803|12307|1
10804|12308|1
10805|12309|1
10806|12310|1
10807|12311|1
10808|12312|1
10809|12313|1
10810|12314|1
10811|12315|1
10812|12316|1
10819|12323|1
10839|12349|2
10813|12317|1
10822|12326|1
10814|12318|1
10821|12325|1
10835|12345|2
10843|12353|2
10846|12356|2
10850|12360|2
10815|12319|1
10824|12328|1
10845|12355|2
10816|12320|1
10833|12343|2
10817|12321|1
10818|12322|1
10823|12327|1
10831|12341|2
10820|12324|1
10854|12364|2
10825|12329|1
10826|12330|1
10832|12342|2
10837|12347|2
10847|12357|2
10827|12331|1
10828|12332|1
10829|12333|1
10830|12334|1
10834|12344|2
10842|12352|2
10844|12354|2
10848|12358|2
10851|12361|2
10855|12365|2
10856|12366|2
10836|12346|2
10838|12348|2
10840|12350|2
10849|12359|2
10853|12363|2
10841|12351|2
10852|12362|2
10858|12368|2
10859|12369|2
10861|12476|1
10862|12501|2
10863|12502|2
10865|12504|2
10866|12505|2
10867|12506|2
10868|12507|2
10869|12508|2
10870|12510|1
10871|12503|2
10872|12511|2
10873|12512|2
10874|12513|2
10875|12514|2
10876|12515|2
10877|12516|2
10878|12517|2
10879|12518|2
10880|12519|2
10881|12520|2
10882|12521|2
10883|12522|2
10884|12523|2
10885|12524|2
10886|12525|2
10887|12526|2
10888|12527|2
10889|12541|1
10890|12542|1
10891|12544|1
10892|12545|1
10893|12547|1
10894|12548|1
10895|12549|1
10896|12550|1
10897|12551|1
10898|12552|1
10899|12553|1
10900|12554|1
10901|12555|1
10902|12556|1
10903|12557|1
10904|12558|1
10905|12588|2
10906|12589|1
10907|12590|1
10908|12591|1
10909|12592|1
10910|12593|1
10911|12594|1
10912|12595|1
10913|12596|1
10914|12597|1
10915|12598|1
10916|12599|1
10917|12600|1
10918|12601|1
10919|12602|1
10920|12603|1
10921|12604|1
10922|12605|1
10923|12606|1
10924|12607|1
10925|12608|1
10926|12609|1
10927|12610|1
10928|12611|1
10929|12621|1
10930|12622|1
10931|12623|1
10932|12624|1
10933|12625|1
10934|12626|1
10935|12627|1
10936|12628|1
10937|12629|1
10938|12630|1
10939|12631|2
10941|12633|1
10942|12632|1
10943|12634|1
10944|12635|1
10945|12636|1
10946|12637|1
10947|12638|1
10948|12639|1
10949|12640|1
10950|12641|1
10951|12642|1
10952|12643|1
10953|12644|1
10954|12645|1
10955|12646|1
10956|12647|1
10957|12648|1
10958|12649|1
10959|12650|1
10960|12651|1
10961|12652|1
10962|12653|1
10963|12654|1
10964|12655|1
10965|12656|1
10966|12657|1
10967|12658|1
10968|12667|1
10969|12668|1
10970|12669|1
10971|12670|1
10972|12671|1
10973|12672|1
10974|12673|1
10975|12674|1
10976|12675|1
10977|12676|1
10978|12677|1
10979|12678|1
10980|12679|1
10981|12680|1
