id,fecha,fecha_realizada,comentarios,cuatrienio_id,realizado,activo,usercreated,usermodifed,created_at,updated_at
2073,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2074,25/10/2006 05:00,NA,No hubo Sesión,2,NA,1,NA,NA,NA,NA
2075,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2076,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2077,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2078,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2079,03/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2080,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2081,21/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2082,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2083,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2084,06/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2085,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2086,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2087,15/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2088,08/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2089,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2090,17/06/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2091,13/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2092,06/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2093,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2161,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2094,29/11/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2095,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2162,24/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2096,21/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2163,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2164,17/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2165,11/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2097,08/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2166,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2098,02/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2181,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2099,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2100,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2101,24/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2102,17/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2103,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2104,03/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2105,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2106,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2107,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2108,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2109,12/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2110,05/09/2006 05:00,NA,No se realizó.,2,NA,1,NA,NA,NA,NA
2111,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2112,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2113,06/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2114,22/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2115,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2116,05/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2117,27/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2118,21/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2119,23/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2120,20/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2121,22/06/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2122,14/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2123,14/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2124,14/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2125,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2126,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2127,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2128,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2129,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2131,15/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2132,08/05/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2167,04/10/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
1958,17/06/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2135,19/06/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2136,08/05/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2137,02/05/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2138,25/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2139,24/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2140,18/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2141,17/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2142,10/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2143,27/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2144,20/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2145,06/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2146,13/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2147,06/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2148,14/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2149,12/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2150,11/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2151,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2152,06/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2153,04/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3256,25/11/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
2155,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2156,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2157,21/11/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2158,14/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2159,07/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2168,03/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2169,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2170,20/09/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2171,06/06/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2172,18/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2173,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2174,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2175,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2182,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2176,06/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2177,18/04/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2178,29/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2179,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2180,13/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2183,22/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2184,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2185,08/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2186,05/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2187,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2188,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2189,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2190,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2191,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2192,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2193,26/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2194,18/10/2006 05:00,NA,No se realizó.,2,NA,1,NA,NA,NA,NA
2195,19/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2196,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2197,12/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2198,03/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2199,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2200,05/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2201,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2202,27/09/2006 05:00,NA,No se realizó.,2,NA,1,NA,NA,NA,NA
2203,08/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2204,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3548,01/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2205,27/03/2007 05:00,NA,Nada cambio de estado.,2,NA,1,NA,NA,NA,NA
3214,29/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2207,22/03/2007 05:00,NA,No hubo sesión.,2,NA,1,NA,NA,NA,NA
2208,21/03/2007 05:00,NA,Nada cambio de estado.,2,NA,1,NA,NA,NA,NA
2209,20/03/2007 05:00,NA,Nada cambió de estado.,2,NA,1,NA,NA,NA,NA
2210,14/03/2007 05:00,NA,Nada cambio de estado.,2,NA,1,NA,NA,NA,NA
2211,15/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2212,16/03/2007 05:00,NA,Realizado. Foro en la Ciudad de Popayán.,2,NA,1,NA,NA,NA,NA
3881,23/03/2011 05:00,23/03/2011,NA,6,NA,1,NA,NA,NA,NA
2213,13/09/2007 05:00,NA,Discusión con los invitados sobre el Análisis Macroeconómico.,2,NA,1,NA,NA,NA,NA
2214,13/03/2007 05:00,NA,Discusión con los invitados sobre el Análisis Macroeconómico.,2,NA,1,NA,NA,NA,NA
2215,27/02/2007 05:00,NA,Realizado.,2,NA,1,NA,NA,NA,NA
2216,29/05/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2217,30/03/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2342,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2219,06/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2220,30/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2221,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2222,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2223,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2224,21/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2225,14/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2226,16/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2227,09/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2228,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2229,24/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2230,17/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2231,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2232,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2233,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2234,30/11/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2235,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2236,21/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2237,02/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
3230,14/10/2009 05:00,NA,"Plenaria.
No se realizó, no hubo quorum.",2,NA,1,NA,NA,NA,NA
2239,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2240,23/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2241,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2242,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2243,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2244,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2245,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2246,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2247,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2248,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2249,15/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2343,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2344,27/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2250,14/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2251,08/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2252,07/11/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2253,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2254,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2255,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2256,24/10/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2257,18/10/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2345,17/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2258,12/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2346,20/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2347,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2259,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2260,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2261,15/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2262,10/10/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
3549,02/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2265,13/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2266,04/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2267,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2268,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2269,06/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2270,07/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2271,27/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2272,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2273,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2274,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2275,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2276,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2277,21/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2278,17/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2279,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2280,15/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2281,10/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2282,08/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2284,03/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2285,01/11/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2286,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2287,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2288,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2289,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2290,17/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2291,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2292,19/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2293,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2294,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2295,13/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2296,28/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2297,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2298,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2299,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2300,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2301,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2302,30/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2303,31/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2304,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2305,15/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2306,09/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2307,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2308,06/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2309,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2310,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2311,08/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2312,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2313,29/08/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2314,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2315,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2316,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2317,30/08/2006 05:00,NA,No hubo sesión,2,NA,1,NA,NA,NA,NA
2318,31/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2319,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2320,22/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2321,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2322,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2323,15/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2324,19/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2325,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2326,12/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2327,06/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2328,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2348,12/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2329,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2330,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2331,22/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2332,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2333,09/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2334,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2335,05/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2336,06/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2337,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2338,15/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2339,10/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2340,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2341,02/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2349,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2350,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2351,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2352,05/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2353,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2354,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2355,08/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2356,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2357,12/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2358,06/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2359,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2360,07/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2361,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2362,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2363,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2364,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2365,18/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2366,11/10/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2367,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2368,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2369,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2370,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2371,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2372,06/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2373,29/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2374,22/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2375,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2376,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2377,12/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2378,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2449,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
4262,26/07/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2379,06/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
2380,28/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2381,29/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2382,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2052,07/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2383,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2384,18/10/2006 05:00,NA,No se realizó.,2,NA,1,NA,NA,NA,NA
2385,09/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2386,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2387,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2388,26/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2389,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2390,20/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2391,13/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2392,13/09/2006 05:00,NA,No hubo Sesión por falta de quórum.,2,NA,1,NA,NA,NA,NA
2393,07/09/2006 05:00,NA,Estará presente el Ministro de Protección Social.,2,NA,1,NA,NA,NA,NA
2394,06/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2395,23/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2396,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2397,13/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2398,11/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2399,06/12/2006 05:00,NA,No hubo Sesión.,2,NA,1,NA,NA,NA,NA
3215,30/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2400,05/12/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2401,22/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2402,16/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2403,15/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2404,14/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2405,08/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2506,31/08/2005 05:00,NA,NA,4,NA,1,NA,NA,NA,NA
2406,02/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2407,01/11/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2408,31/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2409,25/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2410,24/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2411,19/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2412,18/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2413,17/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2414,11/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2415,10/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2416,04/10/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2417,27/09/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2418,16/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2419,01/08/2006 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
